visit_id,constituency_id,visit_date,visit_time,location_ward,visit_type,visit_category,leader_name,leader_role,total_attendance,grievances_count,grievances_resolved_on_spot,public_sentiment,sentiment_score,photos_count,videos_count,media_coverage,recorded_by,verification_status,created_at,updated_at
267f444b-2554-417a-a3d5-5cc647394191,PC01,2025-04-08,08:30:00,Asifabad,inspection,scheduled,MP Adilabad,MLA,423,31,10,neutral,0.88,19,4,no,volunteer_13,verified,2025-04-08 20:00:00,2025-04-08 22:00:00
71628441-09b4-4c4d-9ba9-66ad3f0b9030,PC01,2025-04-08,11:00:00,Chennur,office_hours,impromptu,MP Adilabad,MP,1929,12,4,negative,0.29,42,3,no,volunteer_4,verified,2025-04-08 20:00:00,2025-04-08 22:00:00
6f9fd183-a3af-494b-97a0-83b72bebb010,PC01,2025-04-05,10:00:00,Boath,inspection,impromptu,MP Adilabad,MP,1344,24,3,positive,-0.1,45,4,yes,volunteer_6,verified,2025-04-05 20:00:00,2025-04-05 22:00:00
8c1da370-24d3-468c-9635-d3d5a2eb07f1,PC01,2025-06-30,11:15:00,Asifabad,office_hours,emergency,MP Adilabad,MP,742,37,8,very_negative,0.13,15,4,yes,volunteer_14,verified,2025-06-30 20:00:00,2025-06-30 22:00:00
d59b678b-fa26-4936-9666-6bfc6d7381a0,PC01,2025-09-19,09:30:00,Khanapur,event,emergency,MP Adilabad,Minister,739,18,13,neutral,0.07,18,0,no,volunteer_19,verified,2025-09-19 20:00:00,2025-09-19 22:00:00
db41fb4b-5431-4f71-949e-1e1f1eadefa2,PC01,2025-04-28,11:30:00,Asifabad,office_hours,scheduled,MP Adilabad,MLA,793,50,13,very_positive,0.31,26,0,yes,volunteer_13,verified,2025-04-28 20:00:00,2025-04-28 22:00:00
f2c1435b-f709-4d6b-bcd3-7641316fcf8f,PC01,2025-03-24,17:00:00,Boath,house_visit,impromptu,MP Adilabad,MLA,1776,45,18,positive,0.33,46,5,yes,volunteer_5,verified,2025-03-24 20:00:00,2025-03-24 22:00:00
7f892327-0a1f-4198-8075-60793300fc5d,PC01,2025-10-14,18:45:00,Adilabad,office_hours,scheduled,MP Adilabad,MLA,1453,15,7,very_negative,-0.26,12,5,yes,volunteer_14,pending,2025-10-14 20:00:00,2025-10-14 22:00:00
89596a62-2653-4524-92b7-879ee34f34ca,PC01,2025-04-04,14:00:00,Boath,public_meeting,emergency,MP Adilabad,MLA,1314,19,19,very_negative,0.09,22,4,no,volunteer_11,verified,2025-04-04 20:00:00,2025-04-04 22:00:00
2a79bbca-4b5d-44a5-819b-6b038ee61e8e,PC01,2025-10-21,18:15:00,Asifabad,inspection,emergency,MP Adilabad,MLA,1796,11,7,negative,0.83,40,0,yes,volunteer_10,pending,2025-10-21 20:00:00,2025-10-21 22:00:00
e2c4eba4-21d5-4518-ac2b-163e5e102668,PC01,2025-06-24,10:30:00,Mancherial,public_meeting,impromptu,MP Adilabad,MLA,198,48,15,positive,-0.02,44,0,no,volunteer_14,verified,2025-06-24 20:00:00,2025-06-24 22:00:00
9c1c4310-594a-439b-974e-72f497ff1042,PC01,2025-02-19,11:30:00,Adilabad,public_meeting,scheduled,MP Adilabad,Minister,894,18,18,neutral,-0.29,11,4,yes,volunteer_1,pending,2025-02-19 20:00:00,2025-02-19 22:00:00
f70f3d74-b975-4d95-bdb7-cf743e793318,PC01,2025-10-11,11:45:00,Chennur,event,impromptu,MP Adilabad,MLA,1445,40,4,neutral,-0.26,29,0,yes,volunteer_12,pending,2025-10-11 20:00:00,2025-10-11 22:00:00
d4b0bdcf-ec00-4b8c-893b-cd58f26f4f06,PC01,2025-04-16,08:30:00,Mancherial,house_visit,scheduled,MP Adilabad,Minister,1273,31,10,neutral,-0.27,36,2,no,volunteer_1,pending,2025-04-16 20:00:00,2025-04-16 22:00:00
e3b43538-ed7b-4034-b3b2-849bfba94825,PC01,2025-12-14,15:30:00,Mancherial,inspection,scheduled,MP Adilabad,MP,1486,41,2,neutral,0.23,10,3,no,volunteer_15,verified,2025-12-14 20:00:00,2025-12-14 22:00:00
8ae07175-21d9-4c8a-8d68-c8cc8e730426,PC01,2025-07-29,18:15:00,Chennur,office_hours,emergency,MP Adilabad,MLA,1682,9,14,very_negative,0.79,32,0,yes,volunteer_7,verified,2025-07-29 20:00:00,2025-07-29 22:00:00
2fa342b8-e4f9-4cac-b731-337eeee6f691,PC01,2025-01-05,09:00:00,Mancherial,house_visit,impromptu,MP Adilabad,Minister,1304,50,16,positive,-0.3,11,2,no,volunteer_10,pending,2025-01-05 20:00:00,2025-01-05 22:00:00
d61a0634-4015-44f0-b455-8574eb5963ca,PC01,2025-01-30,18:00:00,Chennur,public_meeting,emergency,MP Adilabad,MLA,1473,43,7,very_positive,-0.2,10,3,yes,volunteer_13,verified,2025-01-30 20:00:00,2025-01-30 22:00:00
77567b02-5512-4e95-824f-0bc42be47f76,PC01,2025-10-02,14:15:00,Adilabad,public_meeting,emergency,MP Adilabad,MP,1154,9,18,neutral,0.18,21,0,no,volunteer_16,pending,2025-10-02 20:00:00,2025-10-02 22:00:00
12302d27-3e89-4cdb-b99f-40676a861011,PC01,2025-12-24,17:30:00,Mancherial,office_hours,impromptu,MP Adilabad,MP,1992,22,12,positive,0.15,37,1,no,volunteer_12,verified,2025-12-24 20:00:00,2025-12-24 22:00:00
69f57a5e-8d49-4749-a7eb-42eef27d8a45,PC01,2025-08-29,09:45:00,Khanapur,public_meeting,impromptu,MP Adilabad,MP,1509,41,13,positive,0.81,37,1,no,volunteer_17,pending,2025-08-29 20:00:00,2025-08-29 22:00:00
bb37f845-0a3a-4865-a95c-a501675ce55c,PC01,2025-10-08,11:30:00,Nirmal,public_meeting,scheduled,MP Adilabad,MLA,1607,43,14,negative,0.32,30,2,yes,volunteer_5,verified,2025-10-08 20:00:00,2025-10-08 22:00:00
ad8584d7-ed18-4e6d-a500-6df2f44cb8d6,PC01,2025-06-04,09:30:00,Nirmal,house_visit,scheduled,MP Adilabad,Minister,394,36,16,negative,0.79,38,4,no,volunteer_12,pending,2025-06-04 20:00:00,2025-06-04 22:00:00
f340b1f1-ce6a-4426-9d15-c556a9c2a20f,PC01,2025-12-27,14:00:00,Boath,house_visit,scheduled,MP Adilabad,Minister,1443,31,12,very_positive,-0.21,29,5,no,volunteer_19,verified,2025-12-27 20:00:00,2025-12-27 22:00:00
97bd38e6-287d-4250-bb85-65c5f9819ac6,PC01,2025-09-04,17:45:00,Adilabad,event,impromptu,MP Adilabad,MLA,1319,47,10,positive,0.47,48,5,yes,volunteer_5,verified,2025-09-04 20:00:00,2025-09-04 22:00:00
504a401c-65b5-4256-8108-0ec7115b9897,PC01,2025-07-16,08:15:00,Nirmal,house_visit,scheduled,MP Adilabad,Minister,511,35,20,very_positive,0.23,31,2,yes,volunteer_14,verified,2025-07-16 20:00:00,2025-07-16 22:00:00
f6c1219d-f02c-4df1-b66d-53235ef50d78,PC01,2025-04-29,13:00:00,Mancherial,office_hours,scheduled,MP Adilabad,MP,1388,7,14,neutral,-0.1,21,3,no,volunteer_19,verified,2025-04-29 20:00:00,2025-04-29 22:00:00
5aaa5a82-9d48-4050-9c63-c540650eae1e,PC01,2025-08-28,16:00:00,Asifabad,public_meeting,emergency,MP Adilabad,MLA,442,9,20,very_negative,0.77,24,2,no,volunteer_4,verified,2025-08-28 20:00:00,2025-08-28 22:00:00
6ab00cc7-9385-4aec-9e67-8c07cb29c182,PC01,2025-07-27,14:30:00,Khanapur,public_meeting,impromptu,MP Adilabad,MP,994,39,10,positive,-0.07,28,0,yes,volunteer_4,verified,2025-07-27 20:00:00,2025-07-27 22:00:00
42e771da-c6db-4140-87d1-3a082459cd85,PC01,2025-03-22,14:00:00,Khanapur,event,scheduled,MP Adilabad,MLA,990,14,2,very_negative,0.48,34,2,no,volunteer_13,pending,2025-03-22 20:00:00,2025-03-22 22:00:00
a748a748-bbe4-4fa6-9e06-20aa9818c964,PC01,2025-03-11,15:00:00,Mancherial,event,scheduled,MP Adilabad,Minister,1923,32,10,very_positive,0.53,11,2,no,volunteer_13,verified,2025-03-11 20:00:00,2025-03-11 22:00:00
ec1cc642-63f0-4769-b5c1-745c5da49390,PC01,2025-11-29,13:30:00,Adilabad,office_hours,scheduled,MP Adilabad,MLA,631,10,14,very_negative,-0.22,17,4,yes,volunteer_13,verified,2025-11-29 20:00:00,2025-11-29 22:00:00
744d9179-7a6d-4be6-81e4-9e771c80c4ed,PC01,2025-02-26,11:45:00,Chennur,house_visit,scheduled,MP Adilabad,MP,130,41,14,neutral,0.38,8,1,no,volunteer_8,verified,2025-02-26 20:00:00,2025-02-26 22:00:00
6d4d35af-2cf1-4735-aca4-68edfbaca4b3,PC01,2025-01-20,16:00:00,Khanapur,event,scheduled,MP Adilabad,MLA,255,32,4,positive,0.7,42,5,yes,volunteer_9,verified,2025-01-20 20:00:00,2025-01-20 22:00:00
167d53de-0f8d-4642-aed2-e6aa67f2c0ba,PC01,2025-02-06,12:00:00,Boath,house_visit,impromptu,MP Adilabad,MP,1051,14,10,positive,0.01,9,5,no,volunteer_2,pending,2025-02-06 20:00:00,2025-02-06 22:00:00
5e9de84c-34e3-4f88-8cce-d1c59d1f99b7,PC01,2025-12-27,12:45:00,Mancherial,event,scheduled,MP Adilabad,MLA,1540,25,11,very_negative,0.38,25,0,no,volunteer_13,verified,2025-12-27 20:00:00,2025-12-27 22:00:00
c4d4e4e3-d661-4037-8682-32a31465b1e6,PC01,2025-11-20,08:15:00,Chennur,inspection,impromptu,MP Adilabad,Minister,382,14,10,very_negative,0.88,25,5,yes,volunteer_17,pending,2025-11-20 20:00:00,2025-11-20 22:00:00
d3b83713-2f9b-4274-a637-db77480801ce,PC01,2025-08-06,13:15:00,Adilabad,public_meeting,impromptu,MP Adilabad,MLA,1846,46,11,positive,-0.0,6,4,yes,volunteer_5,verified,2025-08-06 20:00:00,2025-08-06 22:00:00
4c1f1abb-51d1-4d76-8ac9-f3d112498c2d,PC01,2025-02-18,13:15:00,Chennur,event,scheduled,MP Adilabad,MLA,903,45,9,negative,-0.2,19,2,yes,volunteer_10,pending,2025-02-18 20:00:00,2025-02-18 22:00:00
99b9546d-37ba-4578-a233-6b4c11da6895,PC01,2025-01-13,10:30:00,Chennur,public_meeting,emergency,MP Adilabad,MLA,640,28,10,positive,-0.3,7,5,no,volunteer_7,verified,2025-01-13 20:00:00,2025-01-13 22:00:00
14d3b9c1-c4b3-4270-b96f-05901967a177,PC01,2025-01-25,17:00:00,Adilabad,house_visit,impromptu,MP Adilabad,MLA,358,39,17,very_negative,0.5,49,0,yes,volunteer_10,pending,2025-01-25 20:00:00,2025-01-25 22:00:00
ae537590-ade6-47c5-b118-4cc14934f6bd,PC01,2025-12-28,12:00:00,Khanapur,inspection,scheduled,MP Adilabad,Minister,1060,5,3,negative,0.52,11,2,no,volunteer_13,pending,2025-12-28 20:00:00,2025-12-28 22:00:00
2837c008-29d0-47b1-a418-cc354698474b,PC01,2025-12-07,14:30:00,Adilabad,house_visit,impromptu,MP Adilabad,MLA,1232,44,17,very_positive,0.81,23,2,no,volunteer_14,pending,2025-12-07 20:00:00,2025-12-07 22:00:00
80ed858c-c255-4b34-97c9-39687ed9b80f,PC01,2025-08-08,17:30:00,Khanapur,office_hours,emergency,MP Adilabad,MLA,80,41,8,very_negative,0.66,14,2,no,volunteer_15,verified,2025-08-08 20:00:00,2025-08-08 22:00:00
e444f557-29d1-476c-832f-014549156274,PC01,2025-05-20,13:45:00,Adilabad,house_visit,scheduled,MP Adilabad,Minister,1566,49,17,positive,-0.16,8,4,no,volunteer_6,verified,2025-05-20 20:00:00,2025-05-20 22:00:00
93f3209b-4197-4cd0-8bf4-2f9fc72f3daa,PC01,2025-09-20,14:15:00,Mancherial,inspection,impromptu,MP Adilabad,MP,1234,46,19,positive,0.28,42,5,yes,volunteer_11,verified,2025-09-20 20:00:00,2025-09-20 22:00:00
d42b549f-8635-4a86-8f3a-f0dee0aac064,PC01,2025-01-24,09:30:00,Khanapur,inspection,scheduled,MP Adilabad,MP,1988,10,3,very_negative,0.13,22,2,no,volunteer_12,verified,2025-01-24 20:00:00,2025-01-24 22:00:00
125602b3-e0ed-4ff9-86b3-5e623cd708a1,PC01,2025-07-22,11:45:00,Chennur,event,impromptu,MP Adilabad,MLA,992,12,15,negative,0.83,12,0,no,volunteer_8,pending,2025-07-22 20:00:00,2025-07-22 22:00:00
eba1d481-93cd-488a-a9ea-b1cb2e8d661a,PC01,2025-01-14,12:30:00,Nirmal,public_meeting,scheduled,MP Adilabad,MP,1104,29,3,neutral,0.55,42,5,yes,volunteer_4,verified,2025-01-14 20:00:00,2025-01-14 22:00:00
61a1a1b7-f6a6-44d1-9e1a-0041bed33ffe,PC01,2025-06-19,13:15:00,Mancherial,event,emergency,MP Adilabad,MLA,222,10,10,negative,0.17,25,1,no,volunteer_17,verified,2025-06-19 20:00:00,2025-06-19 22:00:00
9e94ddab-b02f-447e-a60a-6ed6a4c41489,PC01,2025-02-22,12:15:00,Boath,inspection,scheduled,MP Adilabad,MP,570,44,14,neutral,-0.3,48,0,no,volunteer_19,verified,2025-02-22 20:00:00,2025-02-22 22:00:00
f31c1c40-c9f2-4129-9882-2ea1b7848b12,PC01,2025-10-24,17:30:00,Khanapur,event,scheduled,MP Adilabad,Minister,1204,32,18,negative,0.53,27,0,yes,volunteer_17,pending,2025-10-24 20:00:00,2025-10-24 22:00:00
cf4d8fb5-b959-4644-b52e-df5427775945,PC01,2025-01-25,09:00:00,Boath,public_meeting,scheduled,MP Adilabad,Minister,756,42,15,very_positive,0.34,9,3,yes,volunteer_16,verified,2025-01-25 20:00:00,2025-01-25 22:00:00
e89edb91-d367-4783-820a-712874c672d2,PC01,2025-05-05,11:00:00,Nirmal,inspection,emergency,MP Adilabad,MP,911,45,19,positive,0.81,39,5,yes,volunteer_3,verified,2025-05-05 20:00:00,2025-05-05 22:00:00
3d7151ef-953d-45bf-836e-31d6ac578f77,PC01,2025-05-24,18:30:00,Mancherial,office_hours,scheduled,MP Adilabad,MLA,1569,23,3,very_negative,0.4,17,4,yes,volunteer_2,pending,2025-05-24 20:00:00,2025-05-24 22:00:00
1e0d10d2-8ebb-4476-85fc-b5f35c2d20cd,PC01,2025-03-16,09:45:00,Khanapur,inspection,impromptu,MP Adilabad,MP,503,32,12,neutral,0.67,38,2,no,volunteer_19,verified,2025-03-16 20:00:00,2025-03-16 22:00:00
5ad75b3d-5b6c-4e59-ad12-0e1ae40556eb,PC01,2025-02-15,12:30:00,Chennur,inspection,impromptu,MP Adilabad,Minister,1878,25,7,positive,-0.1,5,4,yes,volunteer_4,verified,2025-02-15 20:00:00,2025-02-15 22:00:00
4531a928-4fc8-4070-a21f-cc72cc5519a5,PC01,2025-09-24,09:45:00,Nirmal,house_visit,emergency,MP Adilabad,MLA,640,38,10,negative,0.57,9,0,no,volunteer_12,verified,2025-09-24 20:00:00,2025-09-24 22:00:00
cf050732-7e25-4c3b-b9cb-5db04e6c0873,PC01,2025-11-28,18:00:00,Asifabad,public_meeting,impromptu,MP Adilabad,MLA,1695,39,10,neutral,-0.28,37,2,no,volunteer_6,pending,2025-11-28 20:00:00,2025-11-28 22:00:00
474be832-60f8-4f58-9470-fd217330c722,PC01,2025-03-02,10:30:00,Adilabad,office_hours,scheduled,MP Adilabad,MLA,486,8,15,very_negative,0.47,50,3,no,volunteer_3,pending,2025-03-02 20:00:00,2025-03-02 22:00:00
ed2baa47-2454-45ce-839d-5abe71b4ab09,PC01,2025-12-18,13:30:00,Nirmal,inspection,emergency,MP Adilabad,Minister,66,40,10,positive,0.72,45,0,yes,volunteer_10,pending,2025-12-18 20:00:00,2025-12-18 22:00:00
f1d05328-3817-4da9-8434-1560b5090d0a,PC01,2025-05-10,12:00:00,Khanapur,house_visit,scheduled,MP Adilabad,MP,1404,37,17,very_negative,0.2,7,2,no,volunteer_12,verified,2025-05-10 20:00:00,2025-05-10 22:00:00
b8ba5ec3-07df-41ac-aa99-928a7d43fd9c,PC01,2025-11-01,15:00:00,Mancherial,house_visit,scheduled,MP Adilabad,MP,366,27,5,very_negative,-0.15,12,4,no,volunteer_6,verified,2025-11-01 20:00:00,2025-11-01 22:00:00
00b6d173-6a46-48ab-833d-d32c2e91858e,PC01,2025-08-25,10:45:00,Asifabad,office_hours,impromptu,MP Adilabad,Minister,1715,18,19,positive,0.55,41,5,no,volunteer_17,pending,2025-08-25 20:00:00,2025-08-25 22:00:00
a3098a3b-4165-4804-a6b3-5d515038e869,PC01,2025-04-12,15:15:00,Mancherial,office_hours,scheduled,MP Adilabad,Minister,1267,12,2,positive,0.78,5,5,yes,volunteer_2,verified,2025-04-12 20:00:00,2025-04-12 22:00:00
cdad60bb-b7be-41f9-bbbc-3eeece3e1866,PC01,2025-03-02,13:45:00,Asifabad,house_visit,emergency,MP Adilabad,MP,1068,17,6,very_negative,-0.11,21,1,yes,volunteer_12,verified,2025-03-02 20:00:00,2025-03-02 22:00:00
f8bcc3f0-428e-4df1-ab1b-4842c351609f,PC01,2025-02-06,13:45:00,Adilabad,office_hours,scheduled,MP Adilabad,MLA,1341,32,2,negative,0.48,17,0,no,volunteer_2,pending,2025-02-06 20:00:00,2025-02-06 22:00:00
9a6d440a-3120-4c56-ac01-70bf303c0e0b,PC01,2025-12-05,08:45:00,Chennur,house_visit,impromptu,MP Adilabad,Minister,988,21,15,very_positive,0.88,11,2,yes,volunteer_5,verified,2025-12-05 20:00:00,2025-12-05 22:00:00
5dbe4e62-7b27-4b53-9775-c21c0da0e6b2,PC01,2025-08-25,13:45:00,Chennur,event,emergency,MP Adilabad,Minister,163,22,13,positive,0.06,24,0,no,volunteer_1,verified,2025-08-25 20:00:00,2025-08-25 22:00:00
0182cb9a-24e7-46da-9b55-44b049154d6b,PC01,2025-08-11,18:15:00,Khanapur,event,emergency,MP Adilabad,Minister,1285,40,16,very_positive,0.51,18,3,no,volunteer_1,verified,2025-08-11 20:00:00,2025-08-11 22:00:00
0d4b0c0c-4fad-4126-ba8e-9db9b29b8a96,PC01,2025-11-14,12:15:00,Asifabad,event,emergency,MP Adilabad,MP,1494,23,17,very_negative,0.03,39,3,no,volunteer_13,verified,2025-11-14 20:00:00,2025-11-14 22:00:00
d6b48bae-ce96-4ae5-9e49-76e021116821,PC01,2025-03-14,09:00:00,Boath,event,scheduled,MP Adilabad,Minister,342,20,16,neutral,-0.29,29,1,yes,volunteer_15,verified,2025-03-14 20:00:00,2025-03-14 22:00:00
fd7d9db1-ec5c-467c-ae48-af7caa3e7fd6,PC01,2025-02-03,15:15:00,Asifabad,inspection,impromptu,MP Adilabad,Minister,1808,20,10,very_positive,0.7,19,4,no,volunteer_15,pending,2025-02-03 20:00:00,2025-02-03 22:00:00
fdc1293c-b308-42ce-a340-a8ff119b4517,PC01,2025-12-11,10:00:00,Mancherial,house_visit,impromptu,MP Adilabad,Minister,1804,16,17,very_negative,0.2,12,5,no,volunteer_12,pending,2025-12-11 20:00:00,2025-12-11 22:00:00
