alert_id,constituency_id,alert_type,alert_category,title,description,severity,urgency,location_type,location_ward,location_village,location_coordinates,affected_area_radius_km,potential_impact,estimated_people_affected,estimated_voters_affected,political_risk_score,source_type,source_name,source_credibility,reported_by,incident_time,detected_at,reported_at,status,priority,assigned_to,assigned_at,escalated_to,escalation_level,actions_taken,resolution_notes,resolved_by,resolved_at,resolution_time_mins,requires_followup,followup_date,followup_notes,photos,videos,documents,media_coverage,related_alerts,related_promises,related_visits,ai_sentiment_score,ai_risk_prediction,ai_recommended_actions,created_at,updated_at
4cf0b10a-e259-41b5-9384-f99ac22d6f76,PC01,milestone,health,Alert in Asifabad,Detailed alert description for Adilabad,medium,within_24h,constituency_wide,Mancherial,Village C,"{""lat"": 17.952468, ""lng"": 78.418113}",14.06,medium,8371,2720,45,ai_detection,Community Leader,high,volunteer_4,2025-01-24 19:58:00,2025-01-24 20:58:00,2025-01-24 20:58:00,monitoring,p2_medium,coordinator_1,2025-01-24 22:39:00,,3,"[{""action"": ""Site visit"", ""taken_by"": ""officer_5"", ""taken_at"": ""2025-01-25T00:58:00"", ""outcome"": ""Partial""}, {""action"": ""Resources allocated"", ""taken_by"": ""officer_2"", ""taken_at"": ""2025-01-25T16:58:00"", ""outcome"": ""Partial""}, {""action"": ""Site visit"", ""taken_by"": ""officer_1"", ""taken_at"": ""2025-01-25T16:58:00"", ""outcome"": ""Successful""}]",,,,,,,,[],"[""video_74e534fa-f1a0-41f3-bead-3fb0a6ecc782.mp4""]","[""doc_8648bf39-8d2d-467f-95eb-ce8f19d0b5cc.pdf""]",True,[],"[""6e4a9d58-6dc9-40bd-950b-3f2d155e49b5""]","[""8ae42cdb-bf0a-4802-8183-07d54e7658ce""]",-0.21,high_risk,[],2025-01-24 20:58:00,2025-01-25 19:58:00
0e1a3af9-5e4b-4714-8720-470ee8b2238c,PC01,crisis,law_order,Alert in Adilabad,Detailed alert description for Adilabad,low,within_week,constituency_wide,Asifabad,,"{""lat"": 17.131895, ""lng"": 78.239469}",2.38,high,2150,1556,63,social_media,Local News,medium,volunteer_25,2025-09-14 13:20:00,2025-09-14 23:20:00,2025-09-14 23:20:00,new,p3_low,coordinator_2,,,1,[],,,,,,,,"[""photo_5b2a2896-f85c-4ccb-a72c-9a54c876fbf2.jpg""]","[""video_4895c14b-ff9f-4cd3-af0f-91078b8fbf9b.mp4""]",[],True,"[""35e848b5-3722-4134-a5a7-ad561a54cb3b"", ""345b5520-31c8-4ea5-9fe6-419c5a731939""]","[""a93e6f48-c78b-4a50-a2c4-b3746207f62c"", ""74473f2a-72d2-455b-84af-a18b0986e03f""]","[""dc7f91a0-b9c7-464b-ba43-bd06bf058975""]",0.74,,[],2025-09-14 23:20:00,2025-09-15 21:20:00
83efa23f-2441-4ea4-8656-3e2c1ac3ec11,PC01,anomaly,social,Alert in Chennur,Detailed alert description for Adilabad,high,routine,ward,Boath,Village B,"{""lat"": 17.608828, ""lng"": 79.17733}",,medium,9497,3355,52,news,,medium,volunteer_19,2025-09-14 02:22:00,2025-09-14 04:22:00,2025-09-14 04:22:00,resolved,p1_high,coordinator_4,2025-09-14 05:54:00,senior_officer_3,3,"[{""action"": ""Site visit"", ""taken_by"": ""officer_1"", ""taken_at"": ""2025-09-14T17:22:00"", ""outcome"": ""Partial""}]",Issue resolved through immediate action,coordinator_4,2025-09-16 06:22:00,2597.0,False,2025-10-02,,"[""photo_61dffb13-af6b-4a5c-b400-b24a6d7a8ea7.jpg"", ""photo_523c7db1-7d2d-4cf3-b5b2-e17a22bc3558.jpg"", ""photo_b2056f08-34c4-46de-a29c-c2ca05c0b059.jpg"", ""photo_a823e861-1c32-4062-9cab-143d85425cb2.jpg""]",[],[],False,[],[],[],-0.63,high_risk,"[""Immediate site visit"", ""Deploy resources"", ""Deploy resources""]",2025-09-14 04:22:00,2025-09-15 12:22:00
d19b9024-8a96-4d60-abb7-7a69fad1f23b,PC01,anomaly,infrastructure,Alert in Khanapur,Detailed alert description for Adilabad,medium,routine,constituency_wide,Mancherial,Village A,,4.02,low,190,1536,25,volunteer,Field Agent,high,volunteer_12,2025-02-13 13:58:00,2025-02-13 14:58:00,2025-02-13 14:58:00,acknowledged,p2_medium,coordinator_3,2025-02-13 16:02:00,,3,[],,,,,,,,"[""photo_8fa6d55f-1df8-4f3f-9590-90f9df67fe37.jpg"", ""photo_dedf2f2d-93a0-47e4-8285-cd063453737a.jpg"", ""photo_838d13db-bc13-458e-97ac-1a36d755a7cb.jpg"", ""photo_90d0cea6-3c5f-4a89-98dd-9c7ba5c1c488.jpg"", ""photo_4b324883-399d-4bb2-9b81-aa19a50abcb5.jpg""]",[],[],False,"[""0639f5e7-c1ed-494e-acb0-2268c67d32e7""]","[""35d16e06-b20a-40e9-89ef-2441dd401de7""]","[""1d4ce74b-37a0-49ad-9fcb-aafa2d1ca302""]",,medium_risk,"[""Immediate site visit"", ""Monitor situation"", ""Monitor situation"", ""Monitor situation""]",2025-02-13 14:58:00,2025-02-15 13:58:00
9ed48f81-e244-4074-ac10-ff333383d5d8,PC01,milestone,social,Alert in Boath,Detailed alert description for Adilabad,critical,immediate,constituency_wide,Nirmal,Village C,"{""lat"": 18.408196, ""lng"": 79.064736}",11.28,medium,9867,1595,86,ai_detection,,high,volunteer_13,2025-01-18 23:07:00,2025-01-19 03:07:00,2025-01-19 03:07:00,false_alarm,p0_critical,coordinator_4,2025-01-19 03:26:00,senior_officer_2,3,"[{""action"": ""Team deployed"", ""taken_by"": ""officer_3"", ""taken_at"": ""2025-01-19T19:07:00"", ""outcome"": ""Partial""}, {""action"": ""Resources allocated"", ""taken_by"": ""officer_2"", ""taken_at"": ""2025-01-19T22:07:00"", ""outcome"": ""Successful""}]",Issue resolved through immediate action,coordinator_3,2025-01-22 12:07:00,237.0,True,2025-02-10,Monitor situation for 24 days,"[""photo_8dbd655c-b8e9-40d5-ba69-58a3a5d6e50f.jpg""]","[""video_59b64886-baae-44e0-9a5a-9a3542ac09e5.mp4""]","[""doc_5e5d2be1-531c-4e68-a742-2ae738723a37.pdf""]",True,"[""8d05a2ea-5168-447c-9bda-672d15a04f35"", ""6902ef98-63af-4864-ba46-92ed803abad3""]","[""e0e0efcb-bccd-432c-96d9-4e63651e877d""]","[""59b7b9e5-6eca-4bdb-9692-25341b901bfd"", ""bf49177e-ed5c-4a0e-8584-29bacd983859"", ""122e6a17-8309-4154-ad6d-ae5bd13a6ad2""]",,,"[""Monitor situation"", ""Deploy resources"", ""Immediate site visit""]",2025-01-19 03:07:00,2025-01-20 11:07:00
009df848-d977-4973-8895-8f9e1a77f47b,PC01,threat,health,Alert in Khanapur,Detailed alert description for Adilabad,medium,within_24h,ward,Khanapur,Village A,"{""lat"": 17.755164, ""lng"": 78.675206}",,medium,5846,1203,80,field_report,,medium,volunteer_1,2025-03-23 18:52:00,2025-03-24 06:52:00,2025-03-24 06:52:00,action_taken,p2_medium,coordinator_2,2025-03-24 07:25:00,,1,"[{""action"": ""Meeting arranged"", ""taken_by"": ""officer_4"", ""taken_at"": ""2025-03-25T06:52:00"", ""outcome"": ""Successful""}, {""action"": ""Team deployed"", ""taken_by"": ""officer_2"", ""taken_at"": ""2025-03-25T05:52:00"", ""outcome"": ""Successful""}]",,,,,,,,"[""photo_39274ef8-c147-4da5-8b90-04ca997029b9.jpg"", ""photo_c1aa0b14-590d-4826-a774-ee5760e91473.jpg"", ""photo_9286ac31-a14b-4450-8217-8bd6754b32c1.jpg""]",[],"[""doc_4129d08a-60c3-4b62-a6a8-601f0365c0e5.pdf""]",True,[],[],"[""7bfd99da-a19a-4833-94bf-0e0f73e50fd0""]",-0.79,high_risk,[],2025-03-24 06:52:00,2025-03-25 00:52:00
f38fb05f-e91b-4c71-9059-e8743ffafa0c,PC01,crisis,law_order,Alert in Nirmal,Detailed alert description for Adilabad,high,within_week,constituency_wide,Mancherial,,"{""lat"": 18.219417, ""lng"": 78.135305}",8.26,medium,7930,189,55,public_complaint,Community Leader,high,volunteer_29,2025-01-05 13:01:00,2025-01-05 23:01:00,2025-01-05 23:01:00,investigating,p1_high,coordinator_3,2025-01-06 00:13:00,senior_officer_2,1,"[{""action"": ""Meeting arranged"", ""taken_by"": ""officer_2"", ""taken_at"": ""2025-01-06T04:01:00"", ""outcome"": ""In Progress""}, {""action"": ""Team deployed"", ""taken_by"": ""officer_4"", ""taken_at"": ""2025-01-06T21:01:00"", ""outcome"": ""In Progress""}, {""action"": ""Team deployed"", ""taken_by"": ""officer_2"", ""taken_at"": ""2025-01-06T18:01:00"", ""outcome"": ""Successful""}]",,,,,,,,"[""photo_1267fc8b-f45b-46c3-8cee-e5be15f2206a.jpg""]","[""video_def361c1-53dd-4538-810f-3dcbf2785da0.mp4""]",[],True,[],"[""8452e315-0704-47ac-8dbb-5d20c185cb90"", ""01fd613e-8de2-4e3e-9a7c-7e9647b142fc""]",[],,,"[""Monitor situation"", ""Monitor situation"", ""Immediate site visit""]",2025-01-05 23:01:00,2025-01-06 19:01:00
69388ca6-735d-4e15-a94b-edf04401607e,PC01,anomaly,law_order,Alert in Boath,Detailed alert description for Adilabad,medium,routine,ward,Boath,Village C,"{""lat"": 17.611489, ""lng"": 78.436174}",,medium,5142,1540,80,field_report,Local News,medium,volunteer_26,2025-03-01 18:57:00,2025-03-01 21:57:00,2025-03-01 21:57:00,resolved,p2_medium,coordinator_4,2025-03-01 23:41:00,,3,"[{""action"": ""Meeting arranged"", ""taken_by"": ""officer_1"", ""taken_at"": ""2025-03-02T17:57:00"", ""outcome"": ""Partial""}, {""action"": ""Meeting arranged"", ""taken_by"": ""officer_3"", ""taken_at"": ""2025-03-02T13:57:00"", ""outcome"": ""Partial""}, {""action"": ""Team deployed"", ""taken_by"": ""officer_5"", ""taken_at"": ""2025-03-02T11:57:00"", ""outcome"": ""Partial""}]",Issue resolved through community engagement,coordinator_2,2025-03-04 00:57:00,2064.0,True,,Monitor situation for 28 days,"[""photo_8ae48b09-09b6-4f75-8d73-5feff7ab4c19.jpg"", ""photo_49bd4a5e-fcad-4cf0-99de-fc65bd31625a.jpg"", ""photo_99af6347-909d-4be9-88a2-c72e5ccb9a09.jpg"", ""photo_57e202c1-1ded-45f8-8cdb-70e4241f57d3.jpg""]",[],"[""doc_b7d7f6d3-1178-4119-8c39-d755a35b7077.pdf"", ""doc_4d846067-951d-48cd-a84f-4d0fa80a829c.pdf""]",True,"[""0c2c5dd8-60ec-4808-af66-cc70c8c9104c""]","[""bbb4a3fe-e7e5-4910-982f-5e3930cffe20"", ""777f1c4e-9ea1-4af2-a333-a538159b1f30""]",[],0.62,high_risk,[],2025-03-01 21:57:00,2025-03-03 16:57:00
d3f7248b-3237-4905-a306-34efcd9f606e,PC01,crisis,health,Alert in Chennur,Detailed alert description for Adilabad,high,within_24h,ward,Nirmal,,"{""lat"": 17.991188, ""lng"": 78.061071}",,high,197,1460,66,volunteer,Local News,high,volunteer_18,2025-05-15 17:46:00,2025-05-15 22:46:00,2025-05-15 22:46:00,acknowledged,p1_high,coordinator_2,2025-05-16 00:46:00,senior_officer_2,3,[],,,,,,,,"[""photo_0e4d0d80-fe65-486b-92a4-41b7aa2df317.jpg"", ""photo_b608a6aa-568b-4f02-aac6-c0a92654cacf.jpg"", ""photo_3cb1b991-cd35-4673-a136-adadcd3c38d4.jpg"", ""photo_e33272ba-1d4f-40e8-bfcf-48f2f5cdaf22.jpg"", ""photo_738238e6-217b-4bb3-960c-a29df9038f69.jpg""]","[""video_cd30e0f1-d834-4b6d-b2f3-10b2e1b347e2.mp4""]","[""doc_0fa0f13a-ad16-49b5-a19a-f64d0f3a5002.pdf""]",True,[],"[""3a9f3452-7c20-4287-9873-31128a414d71""]","[""d0ffc235-5f8d-4b8b-832e-463ac6f3c85b"", ""8115f133-f4ae-453b-8a7d-f4d3587c2c53""]",0.06,,[],2025-05-15 22:46:00,2025-05-16 20:46:00
8733b8e9-9a6c-485d-a5ef-6d4446dce919,PC01,threat,political,Alert in Chennur,Detailed alert description for Adilabad,critical,immediate,constituency_wide,Nirmal,Village A,"{""lat"": 17.798957, ""lng"": 79.497256}",,high,758,1002,37,field_report,Local News,high,volunteer_5,2025-12-22 09:41:00,2025-12-22 14:41:00,2025-12-22 14:41:00,investigating,p0_critical,coordinator_2,2025-12-22 15:51:00,senior_officer_3,2,"[{""action"": ""Team deployed"", ""taken_by"": ""officer_2"", ""taken_at"": ""2025-12-22T18:41:00"", ""outcome"": ""In Progress""}, {""action"": ""Team deployed"", ""taken_by"": ""officer_2"", ""taken_at"": ""2025-12-22T20:41:00"", ""outcome"": ""In Progress""}]",,,,,,,,"[""photo_e07d2791-3062-4f1c-8b1d-13ff1fe25691.jpg""]",[],"[""doc_9b29c0d0-7043-485f-b274-4d1f6a9e6142.pdf"", ""doc_bc653ff0-d454-49c6-895f-e679e9cdc292.pdf"", ""doc_84d4854d-2660-4716-87de-c369a17d2b26.pdf""]",False,[],"[""9b6e335a-ab4a-424e-a081-c63a39499cd8"", ""48880a86-30d3-4e5d-86da-19df3dba6a11""]","[""19a70029-80da-4021-8beb-b6e9bfe8b0aa"", ""8a74013f-e27a-4e76-a536-8c8d6994796b""]",-0.14,high_risk,"[""Public communication"", ""Public communication"", ""Coordinate with authorities"", ""Monitor situation""]",2025-12-22 14:41:00,2025-12-24 11:41:00
cd69429a-372b-4f47-881e-16d98fcc973d,PC01,crisis,law_order,Alert in Mancherial,Detailed alert description for Adilabad,medium,within_24h,constituency_wide,Adilabad,Village B,"{""lat"": 17.02536, ""lng"": 79.119691}",15.0,low,3230,4774,85,volunteer,Twitter Monitor,high,volunteer_18,2025-10-26 02:37:00,2025-10-26 09:37:00,2025-10-26 09:37:00,new,p2_medium,coordinator_2,,,0,[],,,,,,,,"[""photo_32504af7-0f01-45ac-ab03-dba82445c3ab.jpg"", ""photo_1eede91d-2a44-4c1e-a9a5-267360c09e59.jpg"", ""photo_73edff8b-f302-4180-96da-9d2e9c97b440.jpg"", ""photo_36dcfb5c-f5b8-4a22-bde2-4cff4db93b0c.jpg""]",[],"[""doc_b1c1b47a-a617-45f3-a36c-06556533d16e.pdf""]",False,"[""57be1065-c5b0-4df2-800d-b274b34bde9a""]","[""e44fd8e7-5763-4180-893b-c4bc5accf863""]","[""12f04221-4922-4d99-afd7-652133bfc1fd""]",-0.73,high_risk,[],2025-10-26 09:37:00,2025-10-26 15:37:00
de760879-ea73-4484-bc70-7418427f068f,PC01,opportunity,health,Alert in Asifabad,Detailed alert description for Adilabad,medium,within_24h,ward,Boath,Village C,,6.54,medium,241,2954,35,ai_detection,Community Leader,high,volunteer_26,2025-06-30 13:10:00,2025-07-01 01:10:00,2025-07-01 01:10:00,action_taken,p2_medium,coordinator_1,2025-07-01 02:55:00,,3,"[{""action"": ""Team deployed"", ""taken_by"": ""officer_5"", ""taken_at"": ""2025-07-01T06:10:00"", ""outcome"": ""Partial""}, {""action"": ""Site visit"", ""taken_by"": ""officer_1"", ""taken_at"": ""2025-07-01T16:10:00"", ""outcome"": ""Successful""}, {""action"": ""Resources allocated"", ""taken_by"": ""officer_3"", ""taken_at"": ""2025-07-01T21:10:00"", ""outcome"": ""In Progress""}]",,,,,,,,"[""photo_45b99fd9-97c9-4d84-a270-46c36e1d1c59.jpg"", ""photo_3d1f8402-2803-487d-8380-548001670364.jpg""]",[],"[""doc_8944be1f-689e-4c40-8561-3cb9fe1ec5e5.pdf"", ""doc_e20cf64d-7744-4c81-a8d0-4d8a8cd21768.pdf""]",False,[],[],"[""a9f16848-790c-4cd4-9657-f811e5b72142"", ""ad18772a-b5b2-4ac6-a279-ce50776d6385""]",0.5,low_risk,[],2025-07-01 01:10:00,2025-07-01 07:10:00
e6970d47-187a-45e7-a741-7046a6d3c92f,PC01,anomaly,health,Alert in Nirmal,Detailed alert description for Adilabad,medium,within_24h,constituency_wide,Nirmal,Village B,"{""lat"": 18.178006, ""lng"": 78.670435}",,medium,2471,2277,65,ai_detection,Community Leader,high,volunteer_7,2025-03-15 05:18:00,2025-03-15 05:18:00,2025-03-15 05:18:00,resolved,p2_medium,coordinator_3,2025-03-15 07:15:00,,0,"[{""action"": ""Meeting arranged"", ""taken_by"": ""officer_5"", ""taken_at"": ""2025-03-15T19:18:00"", ""outcome"": ""In Progress""}]",Issue resolved through community engagement,coordinator_5,2025-03-16 12:18:00,1677.0,True,,Monitor situation for 21 days,"[""photo_2323ce6c-91e6-42ed-9ae1-2c9bdb750576.jpg"", ""photo_530867ff-18cf-46ff-9daa-ea0125b4d0d6.jpg"", ""photo_0e7a67ea-2ce5-4d96-be41-f9de5ed09e63.jpg""]",[],"[""doc_4c2e814d-defe-4df0-af58-e48b0550f65e.pdf""]",False,"[""270e952a-34d1-40c7-a002-938c8a617617""]",[],[],,low_risk,[],2025-03-15 05:18:00,2025-03-16 00:18:00
6b6e11a9-9551-4e0e-865c-7bac9fc7526b,PC01,crisis,political,Alert in Mancherial,Detailed alert description for Adilabad,critical,immediate,constituency_wide,Adilabad,Village C,,,medium,1884,1153,83,field_report,Local News,medium,volunteer_28,2025-06-10 21:37:00,2025-06-10 21:37:00,2025-06-10 21:37:00,investigating,p0_critical,coordinator_4,2025-06-10 22:06:00,,1,"[{""action"": ""Resources allocated"", ""taken_by"": ""officer_1"", ""taken_at"": ""2025-06-10T22:37:00"", ""outcome"": ""In Progress""}]",,,,,,,,"[""photo_ae143db3-20fa-4c67-8dde-f1c8b95abc12.jpg"", ""photo_bde5b15b-d31b-4586-abfc-d2f88b4375b7.jpg"", ""photo_cc8b65bf-bdf2-4dfc-ab0b-0559f0842c25.jpg"", ""photo_468dda31-4e71-49d2-9056-8d8544d1564d.jpg"", ""photo_e6d89e40-5bdc-416e-86dc-a4bcf3f3a58f.jpg""]","[""video_2fc22ccf-6530-4729-8502-42f016fff90c.mp4""]",[],True,[],[],"[""7d5fdc6b-ca36-44f7-8858-bfd96bda4982""]",-0.23,high_risk,[],2025-06-10 21:37:00,2025-06-12 01:37:00
853aa26b-af30-4c0b-b35b-a6a8f9630489,PC01,opportunity,infrastructure,Alert in Nirmal,Detailed alert description for Adilabad,low,within_24h,constituency_wide,Adilabad,,,3.8,high,3136,4573,61,news,Community Leader,high,volunteer_17,2025-05-19 10:19:00,2025-05-19 22:19:00,2025-05-19 22:19:00,action_taken,p3_low,coordinator_1,2025-05-19 22:25:00,,1,"[{""action"": ""Meeting arranged"", ""taken_by"": ""officer_5"", ""taken_at"": ""2025-05-20T12:19:00"", ""outcome"": ""In Progress""}]",,,,,,,,"[""photo_50aa45ad-2c7b-46d3-a154-b27eb17f2e2f.jpg"", ""photo_bb133108-9f9b-485c-bc99-b25a67aa6449.jpg"", ""photo_8df841a9-deef-4ef4-82a1-4f4ded98bc25.jpg"", ""photo_94f91509-996c-4b36-b892-f26f220c1e52.jpg"", ""photo_0ed93f59-8bbc-4235-847f-04cb6b33a3c0.jpg""]","[""video_07c627dd-cfae-46d0-98fe-c53f88dec674.mp4"", ""video_a193fbc0-4983-48af-ab09-87918d555a23.mp4""]",[],False,"[""30906100-8eea-4a51-82d7-961018628bcf"", ""1a79cc53-45d0-43c5-ad5a-c6727fa8a1b7""]","[""9a5051d3-bb42-43db-9fff-d4a490de0dfa"", ""51525b71-92f0-495e-a701-648ec6b61c35""]","[""b3b68fbd-7f35-4963-875d-06e3e5b0cd32""]",-0.09,high_risk,"[""Deploy resources"", ""Immediate site visit"", ""Deploy resources""]",2025-05-19 22:19:00,2025-05-21 11:19:00
7583672a-6dfd-4c46-a931-2a5ed1da2e09,PC01,milestone,infrastructure,Alert in Asifabad,Detailed alert description for Adilabad,high,routine,ward,Chennur,Village C,,,medium,4574,3351,79,volunteer,Twitter Monitor,high,volunteer_23,2025-04-23 18:48:00,2025-04-23 18:48:00,2025-04-23 18:48:00,action_taken,p1_high,coordinator_2,2025-04-23 20:37:00,senior_officer_3,0,"[{""action"": ""Resources allocated"", ""taken_by"": ""officer_4"", ""taken_at"": ""2025-04-24T16:48:00"", ""outcome"": ""Successful""}, {""action"": ""Site visit"", ""taken_by"": ""officer_5"", ""taken_at"": ""2025-04-23T19:48:00"", ""outcome"": ""Successful""}]",,,,,,,,[],[],"[""doc_5524a2f5-b526-4263-9638-8365729d608c.pdf"", ""doc_dac65914-30b5-40a8-afd5-2a7be98716f9.pdf"", ""doc_9969143d-fea1-45a6-a504-9257aed7d364.pdf""]",True,[],[],"[""e68a0e3e-8c74-4708-bac2-6f4c5816006c"", ""499dc444-2320-4ac3-9ca5-aabb15a3bd30""]",,medium_risk,"[""Coordinate with authorities"", ""Public communication""]",2025-04-23 18:48:00,2025-04-23 21:48:00
61fe8e15-21cc-430e-8c05-81d5746d0e0a,PC01,anomaly,social,Alert in Adilabad,Detailed alert description for Adilabad,low,within_24h,ward,Mancherial,Village B,"{""lat"": 17.384947, ""lng"": 78.157059}",9.07,medium,6530,977,86,volunteer,Field Agent,medium,volunteer_15,2025-12-08 01:18:00,2025-12-08 12:18:00,2025-12-08 12:18:00,monitoring,p3_low,coordinator_5,2025-12-08 12:44:00,,2,"[{""action"": ""Site visit"", ""taken_by"": ""officer_2"", ""taken_at"": ""2025-12-08T17:18:00"", ""outcome"": ""Successful""}, {""action"": ""Resources allocated"", ""taken_by"": ""officer_1"", ""taken_at"": ""2025-12-09T03:18:00"", ""outcome"": ""Partial""}, {""action"": ""Team deployed"", ""taken_by"": ""officer_1"", ""taken_at"": ""2025-12-08T14:18:00"", ""outcome"": ""In Progress""}]",,,,,,,,[],"[""video_0a861388-d771-4f3e-a666-669bb6879545.mp4"", ""video_a8f7e5cb-1704-4be5-9660-c91626df46a7.mp4""]",[],True,[],"[""9d056945-7258-4aa0-897b-9ff5b0a90726""]","[""bdad0c7e-6db8-4b98-a095-5a4e5344ae5c"", ""2bff7c57-f96e-4374-84ed-3a005ff3e5c3"", ""fa6cd02d-f369-4260-adf6-528d8a832c0a""]",0.21,low_risk,"[""Immediate site visit"", ""Immediate site visit"", ""Public communication""]",2025-12-08 12:18:00,2025-12-09 06:18:00
98c96ef6-646b-4ae6-bbdb-9ebfd2d2f5c3,PC01,threat,health,Alert in Boath,Detailed alert description for Adilabad,high,routine,constituency_wide,Asifabad,Village A,"{""lat"": 18.218172, ""lng"": 78.529501}",8.91,low,8918,421,56,volunteer,Twitter Monitor,medium,volunteer_5,2025-03-27 05:03:00,2025-03-27 09:03:00,2025-03-27 09:03:00,acknowledged,p1_high,coordinator_2,2025-03-27 10:53:00,senior_officer_2,3,[],,,,,,,,"[""photo_27a5cd71-4f68-4ea6-aa01-143e23dd2904.jpg"", ""photo_e5f0c4f4-e6d0-43fd-80ad-b0f168e73be9.jpg"", ""photo_602c28e7-76e7-4bc7-95c0-4848683d4e29.jpg"", ""photo_94e5e44f-dbfa-4a9f-abbc-f527b5412af6.jpg""]","[""video_9a956caf-4577-4c3d-b12f-0adcbddfddab.mp4"", ""video_0aa1a6ee-978e-4a75-8c7f-974d9c4174f1.mp4""]","[""doc_6b91e55e-dd06-4905-8311-793e3456dd54.pdf"", ""doc_731ab46a-5688-4226-8258-34ecbb6bfb06.pdf"", ""doc_d2579967-dc91-4993-8778-ff8b6da382ce.pdf""]",True,"[""07c83dbf-cb65-4283-b979-55180cb08d56""]","[""71029eec-b82f-4223-ab8a-e2dd57b69964"", ""89f17f82-3e18-44c0-9a79-bacc5959f047""]",[],0.04,low_risk,"[""Deploy resources"", ""Coordinate with authorities""]",2025-03-27 09:03:00,2025-03-28 14:03:00
1e070c17-18da-4be4-bb8d-301316866890,PC01,anomaly,social,Alert in Adilabad,Detailed alert description for Adilabad,critical,immediate,constituency_wide,Khanapur,Village C,,4.56,medium,7083,4144,72,ai_detection,Field Agent,high,volunteer_25,2025-10-10 13:40:00,2025-10-10 15:40:00,2025-10-10 15:40:00,action_taken,p0_critical,coordinator_4,2025-10-10 17:09:00,,3,"[{""action"": ""Team deployed"", ""taken_by"": ""officer_1"", ""taken_at"": ""2025-10-10T20:40:00"", ""outcome"": ""In Progress""}]",,,,,,,,"[""photo_85fc38c3-3e08-428c-a22a-37492c3aeb5a.jpg"", ""photo_9300a098-3254-4ac5-ba66-d24dfa67e137.jpg"", ""photo_947e5351-8b82-475a-8340-aed729f71f2b.jpg"", ""photo_758c25a3-6857-475a-bfb8-04838fe0bc3c.jpg"", ""photo_e4ee58fb-7fef-42d5-a959-181c6acca092.jpg""]","[""video_ec92405c-fa44-4305-a7ed-c78cd7e67d30.mp4"", ""video_9cb2f96b-031f-4162-8590-1805aed47ee5.mp4""]","[""doc_fb38f3a3-0f9a-480d-b1eb-1fa8d646866f.pdf""]",True,"[""7d9a3e3c-32b1-4d5e-8a44-932cd3143421"", ""207756b6-796a-4711-b993-a65d6ec849b6""]","[""05f0ce06-5ff8-41a2-a1a3-39878ed348d8""]","[""e562456c-a392-4446-9a5e-e83e9a19102a""]",0.5,,[],2025-10-10 15:40:00,2025-10-10 23:40:00
a4149063-2622-4153-843b-2b4cf69d3a5d,PC01,anomaly,health,Alert in Khanapur,Detailed alert description for Adilabad,medium,routine,constituency_wide,Adilabad,Village A,"{""lat"": 17.136819, ""lng"": 79.321662}",,medium,3755,2121,65,field_report,,high,volunteer_25,2025-06-02 05:02:00,2025-06-02 13:02:00,2025-06-02 13:02:00,investigating,p2_medium,coordinator_3,2025-06-02 13:47:00,,0,"[{""action"": ""Resources allocated"", ""taken_by"": ""officer_4"", ""taken_at"": ""2025-06-03T03:02:00"", ""outcome"": ""Partial""}]",,,,,,,,"[""photo_ab130d23-aad5-4d75-aeee-2620f27daa13.jpg"", ""photo_9cfd08fa-75bb-4d85-ba12-8d49a31b87e6.jpg"", ""photo_af9f8710-cf9b-441f-9fe1-54cc846cad1d.jpg"", ""photo_f8cb408b-89f4-4cf5-882a-49e5f6a8469d.jpg""]",[],"[""doc_43cea33d-a3d7-44a2-96af-822886eb99c1.pdf"", ""doc_b6bcdb5b-efc1-4839-b334-48edbdef60b1.pdf""]",False,[],"[""4d582c62-7904-4a55-9f50-907d8d9476f3""]","[""51f28ea2-08e4-47ae-b4fa-3449faadbe24"", ""74127a10-4c43-455f-9f78-861403f0fa1d"", ""aaa23277-31b1-4ead-9ce7-83f8bb6757e8""]",0.34,medium_risk,"[""Deploy resources"", ""Coordinate with authorities""]",2025-06-02 13:02:00,2025-06-03 12:02:00
