update_id,promise_id,constituency_id,update_date,update_time,completion_percentage,status,update_type,update_title,update_description,achievements,deliverables_completed,beneficiaries_reached,amount_spent,new_challenges,delays_reason,revised_timeline,media_release,public_event,photos_count,videos_count,verified,verified_by,verification_notes,testimonials,updated_by,created_at
80a11742-c5a4-425d-a9db-83444bb593e8,6051c188-2b6f-4791-998c-ea79793a040a,PC01,2025-06-04,2025-06-04 18:00:00,95,planning,progress_report,Progress Report for Adilabad,Detailed update about progress_report in Adilabad constituency,[],[],657.0,,[],,,True,False,2,2,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_b941463b-277d-4707-8454-7d57f092a2ca.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_252b37ca-f614-4220-815f-0caad74fccd4.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_060a36d7-b1f2-4fe7-87b8-08c2ea955303.jpg""}]",coordinator_5,2025-06-04 20:00:00
020f7fdb-533f-46dd-a894-2ecfb630c6fc,5ca087f6-d396-48cc-961a-c857f177a423,PC01,2025-03-11,2025-03-11 12:45:00,46,delayed,delay_notification,Delay Notification for Adilabad,Detailed update about delay_notification in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,,[],Weather conditions,2025-11-29,True,False,3,0,True,verifier_5,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_3a005f44-739c-4492-902d-03d5328028c5.jpg""}]",coordinator_1,2025-03-11 14:00:00
e1829a1c-a232-4841-af67-f9c62b1b5e21,064a25fd-efbc-4241-89f4-7c7dfae9b783,PC01,2025-01-02,2025-01-02 10:45:00,21,announced,completion,Completion for Adilabad,Detailed update about completion in Adilabad constituency,"[""Achievement 1"", ""Achievement 2""]","[""Deliverable 1"", ""Deliverable 2""]",6761.0,,[],,,True,False,14,4,True,verifier_4,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_719027e2-5fd3-406c-9678-2f1052f0b174.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_c143be7c-2e4e-461f-b1f8-3de5951c0728.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_5a2112fe-3cbf-4e12-af76-34a3ad6b5241.jpg""}]",coordinator_5,2025-01-02 10:00:00
01f82a27-0f08-49e0-9912-185899a06b25,deb84087-becd-4359-a7eb-3d402dbb7baf,PC01,2025-09-14,2025-09-14 15:30:00,8,delayed,completion,Completion for Adilabad,Detailed update about completion in Adilabad constituency,"[""Achievement 1""]",[],3624.0,,[],,,False,True,14,4,True,verifier_5,Verification notes for update,[],coordinator_1,2025-09-14 15:00:00
1be693d3-1b03-4392-9715-72c6af152ca7,f503ca09-ada8-4795-ab50-8e9b94e0b27e,PC01,2025-09-28,2025-09-28 11:15:00,65,completed,delay_notification,Delay Notification for Adilabad,Detailed update about delay_notification in Adilabad constituency,[],[],,,"[""Challenge 1"", ""Challenge 2""]",Budget constraints,2025-12-10,True,False,15,1,False,verifier_2,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_029de168-a4cf-495e-8b49-83383cb8f10d.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_92c13d30-3ece-4051-be96-84ee0ed5efe9.jpg""}]",coordinator_8,2025-09-28 15:00:00
5f443824-810c-45cb-8ece-ff7b7938fffe,0b2ada12-ced0-4f08-9a1b-8b4de822674d,PC01,2025-02-28,2025-02-28 10:15:00,17,delayed,progress_report,Progress Report for Adilabad,Detailed update about progress_report in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",6502.0,,[],,,True,False,9,4,True,verifier_2,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_cf6a502a-a16d-4df9-a4a1-52a03202695c.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_b7ca39dd-39ae-4be1-842c-54104b73f1dc.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_fba22247-8fe6-489c-bd3f-e88ac462d1a1.jpg""}]",coordinator_4,2025-02-28 11:00:00
5f87cc4a-0833-4ff5-ad56-f25d50dc0118,a9ce2ee0-f0b6-456d-a14a-fc8244915854,PC01,2025-07-30,2025-07-30 15:15:00,46,delayed,completion,Completion for Adilabad,Detailed update about completion in Adilabad constituency,"[""Achievement 1"", ""Achievement 2""]","[""Deliverable 1""]",111.0,,[],,,False,True,10,4,False,verifier_1,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_af138cfb-6e44-45ee-b368-bd143dc92298.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_364b5e5e-289c-4382-9cf5-182d5d3c4d56.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_eb3fff67-d866-441b-9b67-125eb2e877cd.jpg""}]",coordinator_8,2025-07-30 15:00:00
9e6c3015-c62d-484e-96fa-f674bcb146b8,8be87d05-e6cb-4db4-8616-1eb5f627ab06,PC01,2025-02-23,2025-02-23 11:30:00,55,delayed,progress_report,Progress Report for Adilabad,Detailed update about progress_report in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2""]",238.0,,[],,,True,False,11,2,True,,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_97bdfe4b-b370-4cab-9916-6ed3a0ea8f6d.jpg""}]",coordinator_7,2025-02-23 13:00:00
ee153672-c015-460e-8bee-5b36d5347cca,34232173-021e-4a2f-8a53-018778540f74,PC01,2025-08-12,2025-08-12 16:45:00,16,delayed,budget_update,Budget Update for Adilabad,Detailed update about budget_update in Adilabad constituency,[],"[""Deliverable 1""]",,386487.5,[],,,False,False,11,1,False,verifier_1,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_52c0ec36-9693-423a-b94a-40e0640fc26e.jpg""}]",coordinator_3,2025-08-12 12:00:00
dd1e74c2-69ff-4fe6-861d-27e293fe65b4,2b73c518-124b-4681-a0da-51a482c0762f,PC01,2025-04-12,2025-04-12 13:15:00,56,announced,progress_report,Progress Report for Adilabad,Detailed update about progress_report in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",8807.0,,[],,,True,False,11,0,True,verifier_2,,[],coordinator_6,2025-04-12 11:00:00
fd540b2e-3fa0-461e-8cbd-03b3ea5af626,03514919-62c8-4a41-b9b4-a0ee6efb3b65,PC01,2025-11-03,2025-11-03 18:30:00,95,completed,budget_update,Budget Update for Adilabad,Detailed update about budget_update in Adilabad constituency,[],"[""Deliverable 1""]",,1862608.3,[],,,True,False,11,5,True,verifier_1,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_223b1d27-7957-487c-ab14-3194b1190d3f.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_4064ac6a-d01b-41e6-9932-15e22a8f4c72.jpg""}, {""person_name"": ""Beneficiary 3"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 3"", ""photo_url"": ""photo_019c53f0-501a-4ff0-b449-3915e54bc77d.jpg""}]",coordinator_2,2025-11-03 19:00:00
5db2ffe5-8273-4ba2-9a49-44292a7e8f66,7c5e164d-4b67-4e76-92c5-13d37b99f4bf,PC01,2025-04-27,2025-04-27 12:15:00,49,completed,completion,Completion for Adilabad,Detailed update about completion in Adilabad constituency,"[""Achievement 1"", ""Achievement 2""]",[],7089.0,,[],,,False,True,2,4,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_65c37378-6bf7-4d05-9a17-33d3ba3c86e1.jpg""}]",coordinator_6,2025-04-27 10:00:00
768e3fb7-972f-4842-8140-24c4564aa16f,759fc34a-4c55-4d1f-84ba-4a73c7c1888e,PC01,2025-12-29,2025-12-29 17:00:00,11,announced,milestone_achieved,Milestone Achieved for Adilabad,Detailed update about milestone_achieved in Adilabad constituency,"[""Achievement 1"", ""Achievement 2"", ""Achievement 3"", ""Achievement 4""]","[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,,[],,,False,True,15,4,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_b8027c26-6010-449d-b510-90b1cbf236ac.jpg""}]",coordinator_7,2025-12-29 15:00:00
260155e1-15c6-410a-84ce-f454583b0fde,625b187b-12c9-4b3f-b665-b5f3fd16f826,PC01,2025-10-25,2025-10-25 09:00:00,40,planning,progress_report,Progress Report for Adilabad,Detailed update about progress_report in Adilabad constituency,[],"[""Deliverable 1""]",873.0,,[],,,True,False,2,5,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_f8b29932-6595-44b6-8c47-ccb6900ac514.jpg""}]",coordinator_10,2025-10-25 10:00:00
336048fb-3b1b-4957-b9b5-875c83c889f1,d02c1262-4eaf-433d-b5cb-3332162430b5,PC01,2025-09-04,2025-09-04 15:00:00,29,delayed,milestone_achieved,Milestone Achieved for Adilabad,Detailed update about milestone_achieved in Adilabad constituency,"[""Achievement 1"", ""Achievement 2""]","[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,,[],,,False,False,6,0,False,verifier_3,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_41ec59a1-1f69-4a5d-9f2e-3cf9f86faebc.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_83df143c-c47a-4d75-8fa2-0f0dced78f8e.jpg""}]",coordinator_6,2025-09-04 10:00:00
7f93c685-221f-4754-bd7d-9d4e1983c9ed,22b279f9-144f-4fde-9afb-4d6dc3997a41,PC01,2025-12-15,2025-12-15 09:00:00,24,delayed,progress_report,Progress Report for Adilabad,Detailed update about progress_report in Adilabad constituency,[],"[""Deliverable 1""]",2958.0,,[],,,True,False,8,1,True,verifier_3,,[],coordinator_3,2025-12-15 16:00:00
f2ba14ca-b36a-439f-89b9-8d1f6a57d4a1,d64e337e-3264-420e-b02f-879be1b0d9c1,PC01,2025-12-02,2025-12-02 12:30:00,56,in_progress,budget_update,Budget Update for Adilabad,Detailed update about budget_update in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,173703.67,[],,,False,False,9,4,False,verifier_2,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_64937f9d-5dac-457a-a317-37a63bae4b9f.jpg""}]",coordinator_9,2025-12-02 11:00:00
db8c0ed2-1ec9-4466-9b87-11a0a543a511,ff4959ba-87da-49ba-8b83-7e33942cb795,PC01,2025-03-09,2025-03-09 11:30:00,36,delayed,budget_update,Budget Update for Adilabad,Detailed update about budget_update in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,1474136.57,[],,,True,False,12,1,True,verifier_4,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_fb0310f8-9e78-438c-82e2-1d92f1483566.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_3a71cae0-cf01-4f18-ab62-1b9df5f8a430.jpg""}]",coordinator_1,2025-03-09 10:00:00
b2d7de4f-3ba9-430a-8ec1-56ced92277d7,1d74c69d-5f54-4529-bd61-e2966d6acd5e,PC01,2025-12-18,2025-12-18 11:00:00,65,in_progress,progress_report,Progress Report for Adilabad,Detailed update about progress_report in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",7043.0,,[],,,True,False,15,5,False,,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_e504e9a0-c2a4-46dd-8ef2-f44ba78f7fad.jpg""}]",coordinator_3,2025-12-18 15:00:00
a381b892-a512-472b-a4de-fa38ed33c737,0a63cc39-4af8-4f5b-89f7-d968b15015f5,PC01,2025-11-12,2025-11-12 09:45:00,23,announced,delay_notification,Delay Notification for Adilabad,Detailed update about delay_notification in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,,"[""Challenge 1"", ""Challenge 2""]",Budget constraints,2025-12-29,False,False,9,1,True,verifier_2,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_25226347-8aaf-44b1-9cff-da46577d2b96.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_ed1dc6e4-197c-4d4e-86d8-967d6a3a10d6.jpg""}]",coordinator_6,2025-11-12 18:00:00
b506d70d-da00-423c-a744-fef66e3bca6e,a6dff1bb-4460-4f67-bdde-23a2711c3e26,PC01,2025-05-28,2025-05-28 15:00:00,7,delayed,completion,Completion for Adilabad,Detailed update about completion in Adilabad constituency,"[""Achievement 1"", ""Achievement 2"", ""Achievement 3"", ""Achievement 4""]",[],7401.0,,[],,,False,False,2,5,True,verifier_4,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_c24dfe02-8d5f-4f33-bab1-69f710c23513.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_bd33cb25-9d18-42f9-ad82-f5649ba478b3.jpg""}]",coordinator_3,2025-05-28 10:00:00
27efe1bb-73c5-4b04-9eff-ee8a606e9d3a,b8f696dc-45fb-4712-bf2a-0a86155ffe4a,PC01,2025-07-03,2025-07-03 13:30:00,73,planning,delay_notification,Delay Notification for Adilabad,Detailed update about delay_notification in Adilabad constituency,[],"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",,,"[""Challenge 1"", ""Challenge 2""]",Weather conditions,2025-11-29,True,False,15,2,False,,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_72062fd6-9493-46c6-917d-c45a0e436a0c.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_3a05c559-7145-4b41-b19b-6a8d87634d97.jpg""}]",coordinator_5,2025-07-03 16:00:00
9b6eb349-2893-48ef-bb74-587af14c9a72,d6c20f31-26ee-4b38-ac8d-6b0fd6d1d269,PC01,2025-06-03,2025-06-03 16:45:00,45,completed,delay_notification,Delay Notification for Adilabad,Detailed update about delay_notification in Adilabad constituency,[],"[""Deliverable 1""]",,,[],Budget constraints,2025-11-19,True,False,15,5,False,verifier_4,Verification notes for update,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Local Leader"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_d46e0963-339c-433f-ab61-a3576e02947a.jpg""}]",coordinator_4,2025-06-03 12:00:00
0680b03e-4334-4ad5-b42d-793ad1ea218b,020381a9-5ba0-4afb-a1a0-59f23d123c00,PC02,2025-10-05,2025-10-05 14:30:00,72,delayed,progress_report,Progress Report for Peddapalle,Detailed update about progress_report in Peddapalle constituency,[],"[""Deliverable 1""]",7624.0,,[],,,True,False,14,4,False,verifier_2,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Shopkeeper"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_5eded75f-cc9f-4a13-ac1d-a14eb5bde03a.jpg""}]",coordinator_10,2025-10-05 12:00:00
f09f4c79-980d-403a-8b75-0daeadf96fc7,b0e7fdee-b9ad-4a83-af0d-9c05183cf24e,PC02,2025-10-15,2025-10-15 14:30:00,84,announced,progress_report,Progress Report for Peddapalle,Detailed update about progress_report in Peddapalle constituency,[],[],9706.0,,[],,,False,False,6,1,False,,,"[{""person_name"": ""Beneficiary 1"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 1"", ""photo_url"": ""photo_2ff0e01a-9876-44cf-bfbd-3338347f9737.jpg""}, {""person_name"": ""Beneficiary 2"", ""person_role"": ""Resident"", ""quote"": ""Testimonial quote 2"", ""photo_url"": ""photo_3d6af270-685d-4812-ba27-e2e176b35e96.jpg""}]",coordinator_1,2025-10-15 11:00:00
