plan_id,constituency_id,plan_name,plan_date,plan_type,status,priority,locations,route_optimization,objectives,target_demographics,key_messages,resource_requirements,risk_assessment,ai_suggestions,created_by,approved_by,created_at,updated_at,actual_completion_notes
c54cb38c-f0f0-4afe-88e3-7d1cef4dc463,PC04,Visit Plan - September 2025,2025-09-29,routine,draft,medium,"[{""ward"": ""Kamareddy"", ""village"": ""Village_10"", ""visit_type"": ""community_event"", ""start_time"": ""2025-09-29T15:00:00"", ""end_time"": ""2025-09-29T18:00:00"", ""expected_attendance"": 218, ""key_people"": [""Person_9"", ""Person_16"", ""Person_6"", ""Person_8"", ""Person_15""]}, {""ward"": ""Banswada"", ""village"": ""Village_9"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-09-29T14:00:00"", ""end_time"": ""2025-09-29T15:00:00"", ""expected_attendance"": 1505, ""key_people"": [""Person_13"", ""Person_20"", ""Person_1""]}, {""ward"": ""Armoor"", ""village"": ""Village_1"", ""visit_type"": ""community_event"", ""start_time"": ""2025-09-29T12:00:00"", ""end_time"": ""2025-09-29T13:00:00"", ""expected_attendance"": 292, ""key_people"": [""Person_20"", ""Person_5"", ""Person_12"", ""Person_3"", ""Person_4""]}, {""ward"": ""Nizamabad Urban"", ""village"": ""Village_5"", ""visit_type"": ""inspection"", ""start_time"": ""2025-09-29T09:00:00"", ""end_time"": ""2025-09-29T12:00:00"", ""expected_attendance"": 1654, ""key_people"": [""Person_2"", ""Person_14""]}]","{""total_distance_km"": 50.54, ""estimated_travel_time_mins"": 309, ""optimized_sequence"": [""Kamareddy"", ""Banswada"", ""Armoor"", ""Nizamabad Urban""], ""fuel_cost_estimate"": 3584.74}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 2, ""security_personnel"": 11, ""volunteers"": 18, ""budget"": 113226.74}","{""weather_risk"": ""high"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""medium"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_1,,2025-09-18 10:00:00,2025-09-28 15:00:00,
c4841134-8893-40cc-b99b-abfe432019f0,PC04,Visit Plan - October 2025,2025-10-20,crisis_response,cancelled,medium,"[{""ward"": ""Kamareddy"", ""village"": ""Village_6"", ""visit_type"": ""inspection"", ""start_time"": ""2025-10-20T12:00:00"", ""end_time"": ""2025-10-20T13:00:00"", ""expected_attendance"": 523, ""key_people"": [""Person_3"", ""Person_1"", ""Person_4"", ""Person_13""]}, {""ward"": ""Jukkal"", ""village"": ""Village_10"", ""visit_type"": ""inspection"", ""start_time"": ""2025-10-20T16:00:00"", ""end_time"": ""2025-10-20T17:00:00"", ""expected_attendance"": 243, ""key_people"": [""Person_19"", ""Person_12""]}]","{""total_distance_km"": 137.99, ""estimated_travel_time_mins"": 195, ""optimized_sequence"": [""Kamareddy"", ""Jukkal""], ""fuel_cost_estimate"": 5661.93}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 2, ""security_personnel"": 6, ""volunteers"": 16, ""budget"": 138749.57}","{""weather_risk"": ""high"", ""security_risk"": ""low"", ""crowd_management_risk"": ""medium"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_3,,2025-10-08 10:00:00,2025-10-16 15:00:00,
f1163e25-6981-49a9-8362-c3a4b1d8553e,PC04,Visit Plan - June 2025,2025-06-13,campaign,completed,low,"[{""ward"": ""Nizamabad Urban"", ""village"": ""Village_2"", ""visit_type"": ""inspection"", ""start_time"": ""2025-06-13T14:00:00"", ""end_time"": ""2025-06-13T15:00:00"", ""expected_attendance"": 1752, ""key_people"": [""Person_12"", ""Person_10"", ""Person_17""]}, {""ward"": ""Nizamabad Urban"", ""village"": ""Village_8"", ""visit_type"": ""inspection"", ""start_time"": ""2025-06-13T14:00:00"", ""end_time"": ""2025-06-13T17:00:00"", ""expected_attendance"": 1595, ""key_people"": [""Person_3"", ""Person_12"", ""Person_18""]}, {""ward"": ""Banswada"", ""village"": ""Village_10"", ""visit_type"": ""community_event"", ""start_time"": ""2025-06-13T09:00:00"", ""end_time"": ""2025-06-13T12:00:00"", ""expected_attendance"": 1418, ""key_people"": [""Person_9"", ""Person_16""]}]","{""total_distance_km"": 195.27, ""estimated_travel_time_mins"": 479, ""optimized_sequence"": [""Nizamabad Urban"", ""Nizamabad Urban"", ""Banswada""], ""fuel_cost_estimate"": 4868.18}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth"", ""women"", ""farmers""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 3, ""security_personnel"": 8, ""volunteers"": 48, ""budget"": 110825.34}","{""weather_risk"": ""medium"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""low"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_4,admin_3,2025-05-17 10:00:00,2025-06-12 15:00:00,Successfully completed with 100% attendance
c93cfb7c-6886-40a8-9892-fea61be8f6ed,PC04,Visit Plan - May 2025,2025-05-28,routine,scheduled,high,"[{""ward"": ""Yellareddy"", ""village"": ""Village_5"", ""visit_type"": ""inspection"", ""start_time"": ""2025-05-28T10:00:00"", ""end_time"": ""2025-05-28T13:00:00"", ""expected_attendance"": 1509, ""key_people"": [""Person_15"", ""Person_8"", ""Person_12"", ""Person_17"", ""Person_12""]}, {""ward"": ""Nizamabad Urban"", ""village"": ""Village_10"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-05-28T14:00:00"", ""end_time"": ""2025-05-28T17:00:00"", ""expected_attendance"": 1044, ""key_people"": [""Person_13"", ""Person_18"", ""Person_12"", ""Person_15""]}]","{""total_distance_km"": 133.33, ""estimated_travel_time_mins"": 340, ""optimized_sequence"": [""Yellareddy"", ""Nizamabad Urban""], ""fuel_cost_estimate"": 7836.21}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth"", ""women""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 3, ""security_personnel"": 8, ""volunteers"": 16, ""budget"": 118975.04}","{""weather_risk"": ""high"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""medium"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_2,admin_3,2025-05-08 10:00:00,2025-05-21 15:00:00,
b525e5fe-bfc5-43e1-9ca6-5d0b678250e0,PC04,Visit Plan - August 2025,2025-08-05,routine,cancelled,high,"[{""ward"": ""Yellareddy"", ""village"": ""Village_10"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-08-05T16:00:00"", ""end_time"": ""2025-08-05T17:00:00"", ""expected_attendance"": 1939, ""key_people"": [""Person_12"", ""Person_20"", ""Person_5"", ""Person_2""]}, {""ward"": ""Kamareddy"", ""village"": ""Village_9"", ""visit_type"": ""inspection"", ""start_time"": ""2025-08-05T11:00:00"", ""end_time"": ""2025-08-05T14:00:00"", ""expected_attendance"": 171, ""key_people"": [""Person_12"", ""Person_17""]}, {""ward"": ""Nizamabad Urban"", ""village"": ""Village_3"", ""visit_type"": ""community_event"", ""start_time"": ""2025-08-05T09:00:00"", ""end_time"": ""2025-08-05T12:00:00"", ""expected_attendance"": 1574, ""key_people"": [""Person_2"", ""Person_15"", ""Person_18""]}]","{""total_distance_km"": 193.25, ""estimated_travel_time_mins"": 342, ""optimized_sequence"": [""Yellareddy"", ""Kamareddy"", ""Nizamabad Urban""], ""fuel_cost_estimate"": 2172.76}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth"", ""women""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 2, ""security_personnel"": 7, ""volunteers"": 40, ""budget"": 186066.97}","{""weather_risk"": ""medium"", ""security_risk"": ""low"", ""crowd_management_risk"": ""high"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_3,,2025-07-10 10:00:00,2025-07-30 15:00:00,
aaab1ef2-8211-4ead-b034-300a18b96b89,PC04,Visit Plan - September 2025,2025-09-25,festival,in_progress,critical,"[{""ward"": ""Banswada"", ""village"": ""Village_1"", ""visit_type"": ""community_event"", ""start_time"": ""2025-09-25T13:00:00"", ""end_time"": ""2025-09-25T16:00:00"", ""expected_attendance"": 635, ""key_people"": [""Person_19"", ""Person_5"", ""Person_14"", ""Person_7""]}, {""ward"": ""Nizamabad Urban"", ""village"": ""Village_4"", ""visit_type"": ""community_event"", ""start_time"": ""2025-09-25T15:00:00"", ""end_time"": ""2025-09-25T16:00:00"", ""expected_attendance"": 622, ""key_people"": [""Person_15"", ""Person_7"", ""Person_2"", ""Person_2""]}, {""ward"": ""Jukkal"", ""village"": ""Village_6"", ""visit_type"": ""inspection"", ""start_time"": ""2025-09-25T12:00:00"", ""end_time"": ""2025-09-25T15:00:00"", ""expected_attendance"": 1094, ""key_people"": [""Person_13"", ""Person_1"", ""Person_7"", ""Person_6"", ""Person_16""]}, {""ward"": ""Kamareddy"", ""village"": ""Village_5"", ""visit_type"": ""community_event"", ""start_time"": ""2025-09-25T13:00:00"", ""end_time"": ""2025-09-25T14:00:00"", ""expected_attendance"": 144, ""key_people"": [""Person_12"", ""Person_15"", ""Person_8"", ""Person_1""]}]","{""total_distance_km"": 152.27, ""estimated_travel_time_mins"": 318, ""optimized_sequence"": [""Banswada"", ""Nizamabad Urban"", ""Jukkal"", ""Kamareddy""], ""fuel_cost_estimate"": 3145.54}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth"", ""women""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 3, ""security_personnel"": 15, ""volunteers"": 21, ""budget"": 195203.8}","{""weather_risk"": ""low"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""medium"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_2,admin_1,2025-09-12 10:00:00,2025-09-24 15:00:00,
e977f62e-f708-40b0-8560-66dc6b025806,PC04,Visit Plan - June 2025,2025-06-27,campaign,in_progress,critical,"[{""ward"": ""Nizamabad Urban"", ""village"": ""Village_6"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-06-27T16:00:00"", ""end_time"": ""2025-06-27T19:00:00"", ""expected_attendance"": 1146, ""key_people"": [""Person_20"", ""Person_12"", ""Person_16""]}, {""ward"": ""Nizamabad Urban"", ""village"": ""Village_2"", ""visit_type"": ""inspection"", ""start_time"": ""2025-06-27T10:00:00"", ""end_time"": ""2025-06-27T11:00:00"", ""expected_attendance"": 286, ""key_people"": [""Person_7"", ""Person_1""]}]","{""total_distance_km"": 97.82, ""estimated_travel_time_mins"": 187, ""optimized_sequence"": [""Nizamabad Urban"", ""Nizamabad Urban""], ""fuel_cost_estimate"": 6767.19}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 4, ""security_personnel"": 5, ""volunteers"": 46, ""budget"": 98552.67}","{""weather_risk"": ""low"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""low"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_5,admin_1,2025-06-04 10:00:00,2025-06-22 15:00:00,
dbf7027b-31a3-4dcd-be5c-48e70c6dcac5,PC04,Visit Plan - December 2025,2025-12-20,campaign,in_progress,medium,"[{""ward"": ""Armoor"", ""village"": ""Village_8"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-12-20T09:00:00"", ""end_time"": ""2025-12-20T10:00:00"", ""expected_attendance"": 341, ""key_people"": [""Person_3"", ""Person_4"", ""Person_12""]}, {""ward"": ""Kamareddy"", ""village"": ""Village_6"", ""visit_type"": ""inspection"", ""start_time"": ""2025-12-20T15:00:00"", ""end_time"": ""2025-12-20T16:00:00"", ""expected_attendance"": 1683, ""key_people"": [""Person_4"", ""Person_16"", ""Person_20"", ""Person_1""]}, {""ward"": ""Nizamabad Urban"", ""village"": ""Village_8"", ""visit_type"": ""community_event"", ""start_time"": ""2025-12-20T10:00:00"", ""end_time"": ""2025-12-20T13:00:00"", ""expected_attendance"": 322, ""key_people"": [""Person_20"", ""Person_8"", ""Person_13"", ""Person_8"", ""Person_18""]}, {""ward"": ""Jukkal"", ""village"": ""Village_7"", ""visit_type"": ""community_event"", ""start_time"": ""2025-12-20T11:00:00"", ""end_time"": ""2025-12-20T14:00:00"", ""expected_attendance"": 1312, ""key_people"": [""Person_9"", ""Person_5"", ""Person_11"", ""Person_8"", ""Person_2""]}]","{""total_distance_km"": 53.4, ""estimated_travel_time_mins"": 183, ""optimized_sequence"": [""Armoor"", ""Kamareddy"", ""Nizamabad Urban"", ""Jukkal""], ""fuel_cost_estimate"": 4975.5}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 2, ""security_personnel"": 7, ""volunteers"": 12, ""budget"": 156648.63}","{""weather_risk"": ""medium"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""low"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_3,admin_3,2025-11-25 10:00:00,2025-12-15 15:00:00,
0c5fbd13-b71f-49e0-88a0-68b93770f7fb,PC04,Visit Plan - December 2025,2025-12-26,crisis_response,scheduled,medium,"[{""ward"": ""Nizamabad Urban"", ""village"": ""Village_5"", ""visit_type"": ""community_event"", ""start_time"": ""2025-12-26T14:00:00"", ""end_time"": ""2025-12-26T15:00:00"", ""expected_attendance"": 1147, ""key_people"": [""Person_12"", ""Person_12"", ""Person_16""]}, {""ward"": ""Armoor"", ""village"": ""Village_5"", ""visit_type"": ""community_event"", ""start_time"": ""2025-12-26T15:00:00"", ""end_time"": ""2025-12-26T18:00:00"", ""expected_attendance"": 918, ""key_people"": [""Person_20"", ""Person_6"", ""Person_20"", ""Person_13""]}, {""ward"": ""Bodhan"", ""village"": ""Village_7"", ""visit_type"": ""community_event"", ""start_time"": ""2025-12-26T10:00:00"", ""end_time"": ""2025-12-26T13:00:00"", ""expected_attendance"": 1976, ""key_people"": [""Person_19"", ""Person_18"", ""Person_5"", ""Person_14""]}]","{""total_distance_km"": 79.58, ""estimated_travel_time_mins"": 366, ""optimized_sequence"": [""Nizamabad Urban"", ""Armoor"", ""Bodhan""], ""fuel_cost_estimate"": 6370.2}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 2, ""security_personnel"": 15, ""volunteers"": 21, ""budget"": 63246.76}","{""weather_risk"": ""medium"", ""security_risk"": ""low"", ""crowd_management_risk"": ""medium"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_3,admin_2,2025-12-10 10:00:00,2025-12-20 15:00:00,
cebef471-9285-4a43-b4a1-bd493240cc2c,PC04,Visit Plan - March 2025,2025-03-23,festival,cancelled,critical,"[{""ward"": ""Armoor"", ""village"": ""Village_6"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-03-23T10:00:00"", ""end_time"": ""2025-03-23T12:00:00"", ""expected_attendance"": 255, ""key_people"": [""Person_4"", ""Person_16"", ""Person_19"", ""Person_17""]}, {""ward"": ""Banswada"", ""village"": ""Village_2"", ""visit_type"": ""inspection"", ""start_time"": ""2025-03-23T14:00:00"", ""end_time"": ""2025-03-23T16:00:00"", ""expected_attendance"": 390, ""key_people"": [""Person_6"", ""Person_2"", ""Person_13"", ""Person_6""]}, {""ward"": ""Jukkal"", ""village"": ""Village_4"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-03-23T16:00:00"", ""end_time"": ""2025-03-23T19:00:00"", ""expected_attendance"": 1250, ""key_people"": [""Person_6"", ""Person_9"", ""Person_9"", ""Person_4"", ""Person_3""]}]","{""total_distance_km"": 87.95, ""estimated_travel_time_mins"": 338, ""optimized_sequence"": [""Armoor"", ""Banswada"", ""Jukkal""], ""fuel_cost_estimate"": 6291.46}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth"", ""women""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 3, ""security_personnel"": 8, ""volunteers"": 37, ""budget"": 50299.85}","{""weather_risk"": ""low"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""medium"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_4,,2025-03-14 10:00:00,2025-03-16 15:00:00,
74bf6b16-6d49-47c9-8063-0c9a61fe5b42,PC04,Visit Plan - June 2025,2025-06-01,campaign,in_progress,medium,"[{""ward"": ""Nizamabad Urban"", ""village"": ""Village_3"", ""visit_type"": ""inspection"", ""start_time"": ""2025-06-01T11:00:00"", ""end_time"": ""2025-06-01T12:00:00"", ""expected_attendance"": 1572, ""key_people"": [""Person_11"", ""Person_15"", ""Person_9"", ""Person_13"", ""Person_6""]}, {""ward"": ""Kamareddy"", ""village"": ""Village_8"", ""visit_type"": ""community_event"", ""start_time"": ""2025-06-01T09:00:00"", ""end_time"": ""2025-06-01T12:00:00"", ""expected_attendance"": 1305, ""key_people"": [""Person_1"", ""Person_11"", ""Person_1"", ""Person_14""]}]","{""total_distance_km"": 99.83, ""estimated_travel_time_mins"": 369, ""optimized_sequence"": [""Nizamabad Urban"", ""Kamareddy""], ""fuel_cost_estimate"": 7715.42}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth"", ""women""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 5, ""security_personnel"": 6, ""volunteers"": 30, ""budget"": 104547.01}","{""weather_risk"": ""high"", ""security_risk"": ""low"", ""crowd_management_risk"": ""high"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_4,admin_2,2025-05-08 10:00:00,2025-05-26 15:00:00,
98194939-90a5-4d4a-a5ac-15e4583cb1d2,PC05,Visit Plan - April 2025,2025-04-15,campaign,cancelled,high,"[{""ward"": ""Gajwel"", ""village"": ""Village_5"", ""visit_type"": ""inspection"", ""start_time"": ""2025-04-15T14:00:00"", ""end_time"": ""2025-04-15T16:00:00"", ""expected_attendance"": 1448, ""key_people"": [""Person_8"", ""Person_11""]}, {""ward"": ""Sangareddy"", ""village"": ""Village_3"", ""visit_type"": ""inspection"", ""start_time"": ""2025-04-15T14:00:00"", ""end_time"": ""2025-04-15T17:00:00"", ""expected_attendance"": 1180, ""key_people"": [""Person_20"", ""Person_8"", ""Person_10"", ""Person_10"", ""Person_2""]}, {""ward"": ""Zahirabad"", ""village"": ""Village_1"", ""visit_type"": ""inspection"", ""start_time"": ""2025-04-15T16:00:00"", ""end_time"": ""2025-04-15T19:00:00"", ""expected_attendance"": 1514, ""key_people"": [""Person_2"", ""Person_12"", ""Person_17"", ""Person_7"", ""Person_15""]}]","{""total_distance_km"": 59.71, ""estimated_travel_time_mins"": 392, ""optimized_sequence"": [""Gajwel"", ""Sangareddy"", ""Zahirabad""], ""fuel_cost_estimate"": 6581.32}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth"", ""women""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 5, ""security_personnel"": 13, ""volunteers"": 33, ""budget"": 158678.55}","{""weather_risk"": ""high"", ""security_risk"": ""low"", ""crowd_management_risk"": ""high"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_3,,2025-03-22 10:00:00,2025-04-14 15:00:00,
e60ff235-f984-4828-a165-c2c9a2ffa6b7,PC05,Visit Plan - October 2025,2025-10-09,festival,draft,medium,"[{""ward"": ""Dubbak"", ""village"": ""Village_9"", ""visit_type"": ""inspection"", ""start_time"": ""2025-10-09T12:00:00"", ""end_time"": ""2025-10-09T14:00:00"", ""expected_attendance"": 1637, ""key_people"": [""Person_4"", ""Person_14"", ""Person_9"", ""Person_18""]}, {""ward"": ""Zahirabad"", ""village"": ""Village_4"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-10-09T09:00:00"", ""end_time"": ""2025-10-09T12:00:00"", ""expected_attendance"": 210, ""key_people"": [""Person_18"", ""Person_10"", ""Person_12""]}, {""ward"": ""Zahirabad"", ""village"": ""Village_4"", ""visit_type"": ""inspection"", ""start_time"": ""2025-10-09T12:00:00"", ""end_time"": ""2025-10-09T15:00:00"", ""expected_attendance"": 1099, ""key_people"": [""Person_13"", ""Person_5"", ""Person_3"", ""Person_11"", ""Person_17""]}]","{""total_distance_km"": 184.44, ""estimated_travel_time_mins"": 281, ""optimized_sequence"": [""Dubbak"", ""Zahirabad"", ""Zahirabad""], ""fuel_cost_estimate"": 4859.43}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 2, ""security_personnel"": 10, ""volunteers"": 18, ""budget"": 164448.24}","{""weather_risk"": ""low"", ""security_risk"": ""low"", ""crowd_management_risk"": ""high"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_2,,2025-10-01 10:00:00,2025-10-08 15:00:00,
660a4335-93ce-4646-9442-66f118d64582,PC05,Visit Plan - April 2025,2025-04-11,crisis_response,draft,critical,"[{""ward"": ""Narayankhed"", ""village"": ""Village_2"", ""visit_type"": ""inspection"", ""start_time"": ""2025-04-11T10:00:00"", ""end_time"": ""2025-04-11T11:00:00"", ""expected_attendance"": 1210, ""key_people"": [""Person_5"", ""Person_3"", ""Person_16"", ""Person_18""]}, {""ward"": ""Zahirabad"", ""village"": ""Village_6"", ""visit_type"": ""community_event"", ""start_time"": ""2025-04-11T09:00:00"", ""end_time"": ""2025-04-11T12:00:00"", ""expected_attendance"": 1317, ""key_people"": [""Person_3"", ""Person_19"", ""Person_7"", ""Person_20""]}]","{""total_distance_km"": 50.52, ""estimated_travel_time_mins"": 442, ""optimized_sequence"": [""Narayankhed"", ""Zahirabad""], ""fuel_cost_estimate"": 5429.82}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 5, ""security_personnel"": 9, ""volunteers"": 32, ""budget"": 51291.21}","{""weather_risk"": ""high"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""low"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_3,,2025-03-14 10:00:00,2025-04-06 15:00:00,
d20f66b9-2a58-46f4-af7b-14bd717f1e68,PC05,Visit Plan - March 2025,2025-03-09,festival,scheduled,critical,"[{""ward"": ""Zahirabad"", ""village"": ""Village_8"", ""visit_type"": ""inspection"", ""start_time"": ""2025-03-09T10:00:00"", ""end_time"": ""2025-03-09T12:00:00"", ""expected_attendance"": 634, ""key_people"": [""Person_18"", ""Person_9"", ""Person_4"", ""Person_10""]}, {""ward"": ""Gajwel"", ""village"": ""Village_1"", ""visit_type"": ""inspection"", ""start_time"": ""2025-03-09T12:00:00"", ""end_time"": ""2025-03-09T15:00:00"", ""expected_attendance"": 1191, ""key_people"": [""Person_14"", ""Person_7"", ""Person_17""]}]","{""total_distance_km"": 87.35, ""estimated_travel_time_mins"": 309, ""optimized_sequence"": [""Zahirabad"", ""Gajwel""], ""fuel_cost_estimate"": 7188.55}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 3, ""security_personnel"": 8, ""volunteers"": 36, ""budget"": 52600.75}","{""weather_risk"": ""medium"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""medium"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_4,admin_3,2025-02-13 10:00:00,2025-03-02 15:00:00,
b4f74353-564f-4de0-be4e-aed1484f467d,PC05,Visit Plan - May 2025,2025-05-25,campaign,in_progress,critical,"[{""ward"": ""Dubbak"", ""village"": ""Village_4"", ""visit_type"": ""public_meeting"", ""start_time"": ""2025-05-25T15:00:00"", ""end_time"": ""2025-05-25T16:00:00"", ""expected_attendance"": 1713, ""key_people"": [""Person_10"", ""Person_14"", ""Person_6""]}, {""ward"": ""Patancheru"", ""village"": ""Village_9"", ""visit_type"": ""community_event"", ""start_time"": ""2025-05-25T10:00:00"", ""end_time"": ""2025-05-25T12:00:00"", ""expected_attendance"": 516, ""key_people"": [""Person_4"", ""Person_3"", ""Person_12"", ""Person_2""]}]","{""total_distance_km"": 93.29, ""estimated_travel_time_mins"": 451, ""optimized_sequence"": [""Dubbak"", ""Patancheru""], ""fuel_cost_estimate"": 5821.18}","[""Meet key stakeholders"", ""Address public grievances"", ""Inspect ongoing projects""]","[""youth"", ""women"", ""farmers""]","[""Development progress update"", ""New schemes announcement"", ""Community welfare focus""]","{""vehicles"": 3, ""security_personnel"": 11, ""volunteers"": 22, ""budget"": 183818.29}","{""weather_risk"": ""medium"", ""security_risk"": ""medium"", ""crowd_management_risk"": ""medium"", ""mitigation_steps"": [""Backup plan ready"", ""Security briefed"", ""Weather monitoring""]}","[""Optimal time: Morning hours for better attendance"", ""Route optimized for minimal travel time"", ""Key influencers invited""]",planner_3,admin_3,2025-05-09 10:00:00,2025-05-19 15:00:00,
