intel_id,constituency_id,opposition_party,report_date,overall_strength_score,estimated_vote_share,trend,candidate_profile,campaign_intensity,activity_metrics,key_messages,attack_lines,target_segments,strong_areas,weak_areas,alliance_partners,support_from_influencers,issues_being_raised,vulnerabilities,recommended_counter_actions,defensive_messaging,source_quality,verification_status,notes,reported_by,created_at,updated_at
cd2ffb37-6710-434e-bdad-c316e7833dfc,PC04,CPI,2025-06-14,39,0.32,declining,"{""name"": ""CPI Candidate Nizamabad"", ""age"": 42, ""background"": ""Ex-bureaucrat"", ""strength_areas"": [""Media presence"", ""Resource mobilization""], ""weakness_areas"": [""Weak organization"", ""Limited experience""], ""popularity_score"": 69}",medium,"{""public_meetings_30d"": 9, ""door_to_door_coverage_pct"": 47.73, ""social_media_reach"": 96798, ""volunteer_count"": 247, ""estimated_budget"": 21378264.87}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3"", ""CPI message theme 4""]","[""Attack point 1"", ""Attack point 2""]","[""women"", ""youth"", ""minorities"", ""farmers""]","[{""ward"": ""Kamareddy"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.45}, {""ward"": ""Nizamabad Urban"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.39}]","[{""ward"": ""Kamareddy"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.1}, {""ward"": ""Jukkal"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.07}]",[],"[""Influencer_6"", ""Influencer_18"", ""Influencer_5"", ""Influencer_11"", ""Influencer_5""]","[{""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""high""}]","[{""vulnerability"": ""Weak local leadership"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Internal conflicts"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",low,verified,Intelligence report for CPI in Nizamabad,field_analyst_9,2025-06-14 17:00:00,2025-06-14 16:30:00
06497614-66a5-40ea-9db3-06a0c29d6f1a,PC04,CPI,2025-03-07,74,0.16,stable,"{""name"": ""CPI Candidate Nizamabad"", ""age"": 41, ""background"": ""Political veteran"", ""strength_areas"": [""Resource mobilization"", ""Media presence""], ""weakness_areas"": [""Controversial past"", ""Poor communication""], ""popularity_score"": 46}",high,"{""public_meetings_30d"": 14, ""door_to_door_coverage_pct"": 22.11, ""social_media_reach"": 36438, ""volunteer_count"": 66, ""estimated_budget"": 46424817.52}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3"", ""CPI message theme 4""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""minorities"", ""women"", ""farmers"", ""urban_poor""]","[{""ward"": ""Jukkal"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.37}, {""ward"": ""Kamareddy"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.28}]","[{""ward"": ""Armoor"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.15}, {""ward"": ""Jukkal"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.11}]","[""CPI""]","[""Influencer_2"", ""Influencer_13"", ""Influencer_16"", ""Influencer_17"", ""Influencer_10""]","[{""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""high""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Internal conflicts"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 2""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",medium,probable,Intelligence report for CPI in Nizamabad,field_analyst_9,2025-03-07 17:00:00,2025-03-07 21:30:00
145db448-9eef-428e-b648-e6894d1c1cee,PC04,CPI,2025-06-30,35,0.33,growing,"{""name"": ""CPI Candidate Nizamabad"", ""age"": 62, ""background"": ""Political veteran"", ""strength_areas"": [""Youth appeal"", ""Resource mobilization""], ""weakness_areas"": [""Weak organization"", ""Controversial past""], ""popularity_score"": 72}",high,"{""public_meetings_30d"": 18, ""door_to_door_coverage_pct"": 45.69, ""social_media_reach"": 46087, ""volunteer_count"": 489, ""estimated_budget"": 11033737.29}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3"", ""CPI message theme 4"", ""CPI message theme 5""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""farmers"", ""women"", ""urban_poor"", ""minorities""]","[{""ward"": ""Bodhan"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.32}, {""ward"": ""Kamareddy"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.39}]","[{""ward"": ""Armoor"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.09}, {""ward"": ""Kamareddy"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.2}]","[""BRS""]","[""Influencer_4"", ""Influencer_11"", ""Influencer_17""]","[{""issue"": ""corruption"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""medium""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""high""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Limited resources"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",medium,rumor,Intelligence report for CPI in Nizamabad,field_analyst_10,2025-06-30 17:00:00,2025-06-30 18:30:00
7e3b1336-533c-4135-8296-84b5fbe8c76c,PC04,CPI,2025-06-25,39,0.16,declining,"{""name"": ""CPI Candidate Nizamabad"", ""age"": 41, ""background"": ""Political veteran"", ""strength_areas"": [""Ground connect"", ""Youth appeal""], ""weakness_areas"": [""Weak organization"", ""Poor communication""], ""popularity_score"": 73}",medium,"{""public_meetings_30d"": 7, ""door_to_door_coverage_pct"": 31.42, ""social_media_reach"": 44880, ""volunteer_count"": 277, ""estimated_budget"": 7259022.15}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3""]","[""Attack point 1"", ""Attack point 2""]","[""urban_poor"", ""women""]","[{""ward"": ""Kamareddy"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.36}, {""ward"": ""Nizamabad Urban"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.38}]","[{""ward"": ""Bodhan"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.09}, {""ward"": ""Jukkal"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.09}]",[],"[""Influencer_15"", ""Influencer_11"", ""Influencer_6"", ""Influencer_3"", ""Influencer_9""]","[{""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""high""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""medium""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""medium""}]","[{""vulnerability"": ""Internal conflicts"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Limited resources"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 5""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",medium,rumor,Intelligence report for CPI in Nizamabad,field_analyst_7,2025-06-25 19:00:00,2025-06-25 21:30:00
3b288123-4a93-4d7d-8ccc-afe8c958cd81,PC04,CPI,2025-01-14,50,0.19,declining,"{""name"": ""CPI Candidate Nizamabad"", ""age"": 35, ""background"": ""Political veteran"", ""strength_areas"": [""Youth appeal"", ""Media presence""], ""weakness_areas"": [""Weak organization"", ""Controversial past""], ""popularity_score"": 54}",very_high,"{""public_meetings_30d"": 23, ""door_to_door_coverage_pct"": 28.91, ""social_media_reach"": 22647, ""volunteer_count"": 81, ""estimated_budget"": 11296566.8}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3"", ""CPI message theme 4"", ""CPI message theme 5""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""youth"", ""urban_poor""]","[{""ward"": ""Bodhan"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.42}, {""ward"": ""Nizamabad Urban"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.39}]","[{""ward"": ""Bodhan"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.14}, {""ward"": ""Nizamabad Urban"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.18}]",[],"[""Influencer_8"", ""Influencer_16"", ""Influencer_7"", ""Influencer_7"", ""Influencer_14""]","[{""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""high""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""medium""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 5""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",low,verified,Intelligence report for CPI in Nizamabad,field_analyst_2,2025-01-14 20:00:00,2025-01-14 19:30:00
cb4764a4-b806-4eb0-a24a-a7235ca76dbb,PC05,CPI,2025-05-05,75,0.17,stable,"{""name"": ""CPI Candidate Zahirabad"", ""age"": 51, ""background"": ""Political veteran"", ""strength_areas"": [""Media presence"", ""Youth appeal""], ""weakness_areas"": [""Weak organization"", ""Controversial past""], ""popularity_score"": 46}",very_high,"{""public_meetings_30d"": 20, ""door_to_door_coverage_pct"": 69.16, ""social_media_reach"": 62439, ""volunteer_count"": 234, ""estimated_budget"": 9286613.75}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3"", ""CPI message theme 4"", ""CPI message theme 5""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""urban_poor"", ""youth""]","[{""ward"": ""Narayankhed"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.32}, {""ward"": ""Andole"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.37}]","[{""ward"": ""Sangareddy"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.17}, {""ward"": ""Zahirabad"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.08}]","[""Independent""]","[""Influencer_1"", ""Influencer_1"", ""Influencer_4"", ""Influencer_5"", ""Influencer_7""]","[{""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""high""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""high""}]","[{""vulnerability"": ""Internal conflicts"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Internal conflicts"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 3""}, {""vulnerability"": ""Limited resources"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 5""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",medium,rumor,Intelligence report for CPI in Zahirabad,field_analyst_4,2025-05-05 21:00:00,2025-05-05 18:30:00
5a9adf91-76b0-46a2-b00c-3333c4e336d1,PC05,CPI,2025-03-05,51,0.25,stable,"{""name"": ""CPI Candidate Zahirabad"", ""age"": 38, ""background"": ""Social activist"", ""strength_areas"": [""Ground connect"", ""Media presence""], ""weakness_areas"": [""Controversial past"", ""Poor communication""], ""popularity_score"": 77}",high,"{""public_meetings_30d"": 17, ""door_to_door_coverage_pct"": 29.63, ""social_media_reach"": 14594, ""volunteer_count"": 248, ""estimated_budget"": 27105989.73}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3"", ""CPI message theme 4""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""minorities"", ""youth"", ""women"", ""urban_poor""]","[{""ward"": ""Sangareddy"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.33}, {""ward"": ""Andole"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.31}]","[{""ward"": ""Sangareddy"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.14}, {""ward"": ""Narayankhed"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.11}]","[""BRS""]","[""Influencer_9"", ""Influencer_11"", ""Influencer_12"", ""Influencer_9"", ""Influencer_12""]","[{""issue"": ""corruption"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""low""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""high""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 1""}, {""vulnerability"": ""Limited resources"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2""]",medium,verified,Intelligence report for CPI in Zahirabad,field_analyst_5,2025-03-05 20:00:00,2025-03-05 22:30:00
ddd2301b-eed7-4815-b2ca-9adf564015c3,PC05,CPI,2025-02-28,54,0.34,stable,"{""name"": ""CPI Candidate Zahirabad"", ""age"": 57, ""background"": ""Businessman"", ""strength_areas"": [""Resource mobilization"", ""Ground connect""], ""weakness_areas"": [""Controversial past"", ""Weak organization""], ""popularity_score"": 63}",medium,"{""public_meetings_30d"": 15, ""door_to_door_coverage_pct"": 46.7, ""social_media_reach"": 69509, ""volunteer_count"": 358, ""estimated_budget"": 47921129.49}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3"", ""CPI message theme 4""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""farmers"", ""urban_poor"", ""minorities"", ""youth""]","[{""ward"": ""Narayankhed"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.42}, {""ward"": ""Sangareddy"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.42}]","[{""ward"": ""Sangareddy"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.08}, {""ward"": ""Dubbak"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.14}]",[],"[""Influencer_16"", ""Influencer_9"", ""Influencer_4""]","[{""issue"": ""corruption"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""low""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""high""}]","[{""vulnerability"": ""Limited resources"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 3""}, {""vulnerability"": ""Internal conflicts"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 4""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",low,rumor,Intelligence report for CPI in Zahirabad,field_analyst_5,2025-02-28 19:00:00,2025-02-28 16:30:00
f4a33161-d6b4-485b-8343-13bdbeae7423,PC05,CPI,2025-05-20,74,0.31,declining,"{""name"": ""CPI Candidate Zahirabad"", ""age"": 43, ""background"": ""Ex-bureaucrat"", ""strength_areas"": [""Ground connect"", ""Media presence""], ""weakness_areas"": [""Controversial past"", ""Limited experience""], ""popularity_score"": 49}",high,"{""public_meetings_30d"": 12, ""door_to_door_coverage_pct"": 28.18, ""social_media_reach"": 92959, ""volunteer_count"": 168, ""estimated_budget"": 39128190.72}","[""CPI message theme 1"", ""CPI message theme 2"", ""CPI message theme 3""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""women"", ""youth""]","[{""ward"": ""Zahirabad"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.32}, {""ward"": ""Dubbak"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.36}]","[{""ward"": ""Dubbak"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.1}, {""ward"": ""Narayankhed"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.13}]",[],"[""Influencer_9"", ""Influencer_12"", ""Influencer_17"", ""Influencer_6"", ""Influencer_6""]","[{""issue"": ""corruption"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""high""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""medium""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Limited resources"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Limited resources"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 4""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",high,rumor,Intelligence report for CPI in Zahirabad,field_analyst_7,2025-05-20 19:00:00,2025-05-20 16:30:00
5830a988-1135-4d2d-844a-a8c8acb42889,PC05,AIMIM,2025-03-15,42,0.16,declining,"{""name"": ""AIMIM Candidate Zahirabad"", ""age"": 58, ""background"": ""Ex-bureaucrat"", ""strength_areas"": [""Ground connect"", ""Media presence""], ""weakness_areas"": [""Poor communication"", ""Controversial past""], ""popularity_score"": 44}",medium,"{""public_meetings_30d"": 12, ""door_to_door_coverage_pct"": 40.22, ""social_media_reach"": 43122, ""volunteer_count"": 152, ""estimated_budget"": 32808187.99}","[""AIMIM message theme 1"", ""AIMIM message theme 2"", ""AIMIM message theme 3"", ""AIMIM message theme 4"", ""AIMIM message theme 5""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3"", ""Attack point 4""]","[""minorities"", ""urban_poor""]","[{""ward"": ""Zahirabad"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.33}, {""ward"": ""Sangareddy"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.44}]","[{""ward"": ""Sangareddy"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.1}, {""ward"": ""Dubbak"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.18}]","[""AIMIM""]","[""Influencer_4"", ""Influencer_14"", ""Influencer_15"", ""Influencer_1"", ""Influencer_8""]","[{""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""low""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""low""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}]","[{""vulnerability"": ""Internal conflicts"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 1""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2""]",high,verified,Intelligence report for AIMIM in Zahirabad,field_analyst_10,2025-03-15 21:00:00,2025-03-15 22:30:00
2187a8be-e48c-482d-9cd5-976a81e661b2,PC05,AIMIM,2025-03-18,73,0.24,declining,"{""name"": ""AIMIM Candidate Zahirabad"", ""age"": 65, ""background"": ""Political veteran"", ""strength_areas"": [""Resource mobilization"", ""Ground connect""], ""weakness_areas"": [""Poor communication"", ""Weak organization""], ""popularity_score"": 61}",medium,"{""public_meetings_30d"": 10, ""door_to_door_coverage_pct"": 20.68, ""social_media_reach"": 67969, ""volunteer_count"": 155, ""estimated_budget"": 27542212.23}","[""AIMIM message theme 1"", ""AIMIM message theme 2"", ""AIMIM message theme 3"", ""AIMIM message theme 4""]","[""Attack point 1"", ""Attack point 2"", ""Attack point 3""]","[""urban_poor"", ""farmers"", ""minorities""]","[{""ward"": ""Patancheru"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.43}, {""ward"": ""Narayankhed"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.27}]","[{""ward"": ""Patancheru"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.15}, {""ward"": ""Dubbak"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.09}]","[""BRS""]","[""Influencer_2"", ""Influencer_7"", ""Influencer_16"", ""Influencer_9"", ""Influencer_19""]","[{""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""medium""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""medium""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Weak local leadership"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 1""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 4""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3""]",medium,probable,Intelligence report for AIMIM in Zahirabad,field_analyst_4,2025-03-18 20:00:00,2025-03-18 21:30:00
4aac6ec4-d553-497d-b6d8-3ac709590b2f,PC05,AIMIM,2025-06-30,40,0.2,declining,"{""name"": ""AIMIM Candidate Zahirabad"", ""age"": 47, ""background"": ""Social activist"", ""strength_areas"": [""Resource mobilization"", ""Youth appeal""], ""weakness_areas"": [""Limited experience"", ""Poor communication""], ""popularity_score"": 48}",medium,"{""public_meetings_30d"": 11, ""door_to_door_coverage_pct"": 65.91, ""social_media_reach"": 42196, ""volunteer_count"": 215, ""estimated_budget"": 17246160.33}","[""AIMIM message theme 1"", ""AIMIM message theme 2"", ""AIMIM message theme 3"", ""AIMIM message theme 4""]","[""Attack point 1"", ""Attack point 2""]","[""women"", ""farmers"", ""urban_poor"", ""youth""]","[{""ward"": ""Patancheru"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.37}, {""ward"": ""Zahirabad"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.28}]","[{""ward"": ""Dubbak"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.09}, {""ward"": ""Sangareddy"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.07}]","[""BRS""]","[""Influencer_5"", ""Influencer_19"", ""Influencer_14""]","[{""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""low""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""medium""}, {""issue"": ""unfulfilled_promises"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""high""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 5"", ""impact_level"": ""medium""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 5""}, {""vulnerability"": ""Limited resources"", ""severity"": ""high"", ""exploitation_strategy"": ""Strategy 4""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4""]","[""Defensive message 1"", ""Defensive message 2"", ""Defensive message 3"", ""Defensive message 4""]",medium,verified,Intelligence report for AIMIM in Zahirabad,field_analyst_8,2025-06-30 19:00:00,2025-06-30 18:30:00
12943023-e581-4f88-81c9-f33f1cec4caf,PC05,AIMIM,2025-03-25,67,0.23,stable,"{""name"": ""AIMIM Candidate Zahirabad"", ""age"": 65, ""background"": ""Social activist"", ""strength_areas"": [""Resource mobilization"", ""Ground connect""], ""weakness_areas"": [""Weak organization"", ""Limited experience""], ""popularity_score"": 57}",high,"{""public_meetings_30d"": 5, ""door_to_door_coverage_pct"": 51.15, ""social_media_reach"": 89220, ""volunteer_count"": 243, ""estimated_budget"": 7629516.54}","[""AIMIM message theme 1"", ""AIMIM message theme 2"", ""AIMIM message theme 3"", ""AIMIM message theme 4""]","[""Attack point 1"", ""Attack point 2""]","[""urban_poor"", ""minorities""]","[{""ward"": ""Gajwel"", ""strength_level"": ""strong"", ""estimated_vote_share"": 0.26}, {""ward"": ""Patancheru"", ""strength_level"": ""very_strong"", ""estimated_vote_share"": 0.29}]","[{""ward"": ""Sangareddy"", ""strength_level"": ""very_weak"", ""estimated_vote_share"": 0.07}, {""ward"": ""Andole"", ""strength_level"": ""weak"", ""estimated_vote_share"": 0.09}]",[],"[""Influencer_4"", ""Influencer_9"", ""Influencer_5"", ""Influencer_12""]","[{""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 3"", ""impact_level"": ""medium""}, {""issue"": ""poor_infrastructure"", ""narrative"": ""Narrative about issue 4"", ""impact_level"": ""high""}, {""issue"": ""unemployment"", ""narrative"": ""Narrative about issue 1"", ""impact_level"": ""high""}, {""issue"": ""corruption"", ""narrative"": ""Narrative about issue 2"", ""impact_level"": ""low""}]","[{""vulnerability"": ""Poor ground organization"", ""severity"": ""low"", ""exploitation_strategy"": ""Strategy 4""}, {""vulnerability"": ""Weak local leadership"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 1""}, {""vulnerability"": ""Poor ground organization"", ""severity"": ""medium"", ""exploitation_strategy"": ""Strategy 3""}]","[""Counter action 1"", ""Counter action 2"", ""Counter action 3"", ""Counter action 4"", ""Counter action 5""]","[""Defensive message 1"", ""Defensive message 2""]",low,rumor,Intelligence report for AIMIM in Zahirabad,field_analyst_3,2025-03-25 20:00:00,2025-03-25 19:30:00
