milestone_id,promise_id,constituency_id,milestone_name,milestone_description,milestone_order,target_date,actual_date,status,completion_percentage,deliverables,responsible_team,budget_allocated,budget_spent,challenges,verification_status,verified_by,verification_date,photos,documents,notes,created_at,updated_at
54a06af6-1779-4450-a53c-3dc0177eda5c,da95cb81-c71d-4d38-b324-f827a47fa838,PC05,phase_1_completed,Milestone for promise in Zahirabad,6,2025-10-24,2025-12-19,completed,59,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4"", ""Deliverable 5""]",Team 2,1480604.9,444547.11,[],not_required,verifier_2,2025-12-19,"[""photo_f62066b1-a62e-4602-9150-c046491bc95b.jpg"", ""photo_93e2765f-771c-499d-b05f-c2eefe33e0c7.jpg"", ""photo_7f8926d8-5130-422c-8f91-20ddd336577b.jpg""]","[""doc_0fa47d35-4f41-43a3-99db-57226690931e.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173374,2025-12-05 12:30:12.173374
ee918e33-4afe-4b17-9be6-405c353fc0ae,21f2681c-92cd-4ff2-a5e7-447995c7fbd8,PC05,final_completion,Milestone for promise in Zahirabad,3,2025-03-17,,in_progress,27,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4"", ""Deliverable 5""]",Team 2,1158459.2,1768399.89,[],not_required,,,"[""photo_f797f711-9f1e-4a70-9674-c01130ea8b6a.jpg"", ""photo_058310f2-6a66-4883-ae0b-c93a46a00f60.jpg"", ""photo_d1cec96a-2dd9-47ae-8a15-652b0ac5f91c.jpg""]","[""doc_1cd92975-0893-4bd4-b42a-ca466f252704.pdf"", ""doc_5a0fb0cb-2f68-43ae-b6e1-8f2f96bb764c.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173395,2025-12-05 12:30:12.173396
fcd49b93-533d-42c6-916f-ba6e9f22520e,551eea68-791a-405c-9d88-7e8f34a76fde,PC05,planning_completed,Milestone for promise in Zahirabad,6,2025-04-27,2025-08-23,completed,5,"[""Deliverable 1"", ""Deliverable 2""]",Team 4,1955386.36,659780.11,[],verified,verifier_1,2025-08-23,"[""photo_b3edeb63-4837-4af4-8e0b-8e321e9e5862.jpg"", ""photo_421e6efb-bfd0-4c08-bb1d-13372d5180fd.jpg"", ""photo_0bd9aa46-d237-48b9-90d5-cf205faee8b3.jpg"", ""photo_867953fb-0176-42e2-8235-d2f164a3c779.jpg"", ""photo_a4017e77-3801-4c01-a804-34829a666603.jpg""]","[""doc_51ad1f7a-3120-43e1-8c51-e80d64936a19.pdf"", ""doc_776d5851-76e3-44de-9b5a-29bac54e8d22.pdf"", ""doc_ae816e09-8dbf-457f-9ade-0109c448efc8.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173423,2025-12-05 12:30:12.173423
84ce905f-1dd2-4198-aee0-bb3a931a181e,88c271e1-0e60-4512-91d8-c59245fc548f,PC05,work_started,Milestone for promise in Zahirabad,3,2025-02-03,,delayed,2,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",Team 3,1870205.29,0.0,"[""Challenge 1""]",verified,,,"[""photo_c4190346-ecf4-4d97-836b-69b88d55db49.jpg"", ""photo_65aaee15-db81-48f3-9d3b-143f85308908.jpg""]","[""doc_b8f15d18-3e61-425e-8cc2-b394d8215b82.pdf"", ""doc_1ee9b116-6853-4538-af73-92a98a951837.pdf"", ""doc_0a93a367-dc89-4398-9e80-d04a11ebd478.pdf"", ""doc_2be71956-9682-43c6-8fb9-302160aecb08.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173447,2025-12-05 12:30:12.173447
b3987e6c-47eb-46f1-9be9-0c88d61ba2f5,92fae3a1-25ff-4ad6-b2de-56fb33703840,PC05,phase_2_completed,Milestone for promise in Zahirabad,3,2025-11-10,,delayed,71,"[""Deliverable 1"", ""Deliverable 2""]",Team 4,3549638.78,0.0,"[""Challenge 1"", ""Challenge 2"", ""Challenge 3""]",pending,,,"[""photo_cbbe9f11-60b7-4d72-87dd-0f9eda5a859b.jpg"", ""photo_5b4742de-22f9-446d-97e4-ad67ad5096bc.jpg"", ""photo_2f026b0e-1268-407b-b814-87c61f68afd9.jpg""]","[""doc_97bb2c3d-b701-4313-9abe-33acf1e7b55e.pdf"", ""doc_a4bc62c1-a4ca-4c01-87e5-86eed0c9f9a1.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173468,2025-12-05 12:30:12.173469
c3ce7e54-9b8c-4601-8926-4bc77512fe3d,0855aa97-c6b4-4e7a-a49c-20833508851c,PC05,planning_completed,Milestone for promise in Zahirabad,2,2025-11-05,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 4,3942998.2,0.0,[],verified,,,"[""photo_b12ef281-2a0e-47b8-b7c9-87bfa29a6350.jpg""]","[""doc_5d41da74-5a91-4520-aa5f-7f98446a1afc.pdf"", ""doc_c4b468f2-45c9-4f70-ba0e-419671ee5001.pdf"", ""doc_d7d41259-4816-4c25-a720-f7c5c2215092.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173487,2025-12-05 12:30:12.173488
97020c85-7451-400e-82df-63f95607f343,a71f3f69-1cb5-46ac-89e3-e6c0b3926454,PC05,phase_1_completed,Milestone for promise in Zahirabad,7,2025-10-07,2025-10-16,completed,31,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4"", ""Deliverable 5""]",Team 5,2996198.91,1376543.54,[],verified,verifier_3,2025-10-16,[],"[""doc_50789567-7018-40ed-9cf9-db5c9c01b213.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173502,2025-12-05 12:30:12.173502
2662f22d-38ab-413d-ab6f-0ced9629f891,d6a4dcf7-4dc5-446e-bb23-f629b164052c,PC05,planning_completed,Milestone for promise in Zahirabad,6,2025-08-11,2025-03-24,completed,33,"[""Deliverable 1"", ""Deliverable 2""]",Team 5,127471.17,74725.08,[],pending,verifier_2,2025-03-24,"[""photo_471c6a49-d5f0-4d8f-a2b6-4a5d592e4ae6.jpg"", ""photo_11eb86da-14a4-493a-9499-75e1492c0f43.jpg"", ""photo_6a8205b0-07f0-45f9-a25b-263c08057e74.jpg"", ""photo_790fbc00-f4e5-4259-a6fa-e72afa3e66d6.jpg"", ""photo_3b69ebd7-3233-48c2-95f9-d027ad95eee5.jpg"", ""photo_cfe06a94-6733-4b8a-8949-ffefb6719ba8.jpg"", ""photo_faa87a7d-12b0-4bbc-b0be-d3dfa207a148.jpg""]","[""doc_71c23110-9e7a-4807-94c7-d6219cd8eac1.pdf"", ""doc_0d1d1052-e847-4a21-94fe-ff1a2cb59dae.pdf"", ""doc_6ca9c02e-7e40-4604-aad6-88ffaf0bfc36.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173535,2025-12-05 12:30:12.173535
172c4548-8ed8-42a8-8e0b-9c2ee367fac0,953129d9-fe62-4971-998d-e6228131b2e0,PC05,inauguration,Milestone for promise in Zahirabad,5,2025-04-25,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 3,3615696.49,0.0,"[""Challenge 1"", ""Challenge 2""]",verified,,,"[""photo_ca3d3653-5f1d-436e-8871-101f1e3a5d71.jpg"", ""photo_1c0c8902-1a2b-4866-86d7-03ec33ebf0b9.jpg"", ""photo_3cb9d491-daf1-41e0-9bfe-afdd54df547a.jpg"", ""photo_ad03b069-c3fb-4850-8849-1d80c0d56fca.jpg"", ""photo_d01cb95c-b6b2-48c6-8b15-70a8e9580638.jpg""]","[""doc_d1260661-8cea-4631-ac2a-12a3858690fc.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173558,2025-12-05 12:30:12.173558
01ed011c-ce2f-4f99-96f8-0cf401aa429d,5c6d9cdc-36f5-4980-a006-f42a2bb2f5a1,PC05,phase_1_completed,Milestone for promise in Zahirabad,4,2025-07-24,,delayed,91,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4"", ""Deliverable 5""]",Team 3,3057365.34,0.0,"[""Challenge 1"", ""Challenge 2""]",not_required,,,"[""photo_ecda024a-af80-4548-9116-b4ee94d8510f.jpg"", ""photo_00df7368-ffe3-4eb7-919d-34c1cd99fce1.jpg"", ""photo_0a6f8c31-9cd0-4563-8b72-10670dab72ef.jpg"", ""photo_b90bbd1a-b8da-4442-b7da-51bdd5086b76.jpg"", ""photo_746554c2-5f90-4dc3-9c6b-ec9b80cec6c5.jpg"", ""photo_c536a735-b829-4638-8765-3526a74c8df4.jpg"", ""photo_d656b54d-59e5-4ac2-88f4-fe03caedeb59.jpg"", ""photo_c4e0caa9-a9d3-415e-94d8-7b5420fe60f2.jpg""]",[],Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173586,2025-12-05 12:30:12.173586
3ea7bf1f-f59e-457d-8647-fbe0aa9115dd,cd00d43a-1af5-40e9-bca9-25e06ecba2ad,PC05,phase_1_completed,Milestone for promise in Zahirabad,2,2025-08-16,,delayed,71,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",Team 2,4946559.99,0.0,[],pending,,,"[""photo_57c0668d-9850-4807-ab68-ad66798a6a84.jpg""]","[""doc_adb3b583-79a8-449b-8778-8b81d44ba776.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173601,2025-12-05 12:30:12.173602
3d062922-00dc-4c58-a665-eed8b73b1400,415007ce-3017-41a6-9e9d-b1c37bea23a5,PC05,work_started,Milestone for promise in Zahirabad,5,2025-08-23,,in_progress,43,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 1,2235819.66,1303539.8,"[""Challenge 1""]",verified,,,"[""photo_5cbc0173-6fe9-499c-b441-5cc66b547b2f.jpg"", ""photo_97c10714-b475-4fdc-83bb-0070965efb7c.jpg"", ""photo_95191f2d-8525-4dcc-a3ca-2ac30770e138.jpg"", ""photo_b2c8414c-ea7f-4a13-9ac6-1bda13570741.jpg"", ""photo_4765c68a-deb1-4346-bf56-17d525a44853.jpg""]","[""doc_9e49f384-0907-41f9-baae-f93a9256f14e.pdf"", ""doc_4752ad01-6413-458d-bb98-61a8e41da6ba.pdf"", ""doc_c72012f0-37ac-423b-82fb-1967ff19a632.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173629,2025-12-05 12:30:12.173629
3b256a05-5902-4474-b7ab-78a3a02f66d3,740418b3-70d4-4ebf-902b-8b534f3afba6,PC05,phase_1_completed,Milestone for promise in Zahirabad,2,2025-06-09,,pending,0,"[""Deliverable 1"", ""Deliverable 2""]",Team 4,3203279.62,0.0,"[""Challenge 1"", ""Challenge 2"", ""Challenge 3""]",verified,,,"[""photo_73008b92-5169-43bc-8443-f60f3a97066f.jpg""]","[""doc_d0af139d-9323-4ac4-9e28-616d63612f4b.pdf"", ""doc_b770e449-1649-4c7f-972b-c169f034abbb.pdf""]",Milestone tracking notes for Zahirabad,2025-12-05 12:30:12.173647,2025-12-05 12:30:12.173647
0736f36b-0dad-477a-b09c-c069d330fb6d,4509584b-87ac-4f6e-8343-f3b1e1b25d6c,PC06,inauguration,Milestone for promise in Medak,1,2025-11-23,,delayed,20,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",Team 4,1558258.59,0.0,"[""Challenge 1"", ""Challenge 2"", ""Challenge 3""]",not_required,,,"[""photo_b40e1dc8-4f16-4a3c-a5b3-b83d3e5115e7.jpg"", ""photo_f99f3ffe-77ec-4624-97a9-2d5012ce5fd5.jpg""]","[""doc_2cf3829e-d322-4a4e-bd1d-6557892aabd5.pdf"", ""doc_ee31fb17-75b4-4cd9-87c8-7a2e2c3a37fd.pdf"", ""doc_79bdb3d4-5162-4b41-ab96-0ec90c737b2e.pdf"", ""doc_2554ca21-4fb2-4972-8c77-adc84aea6eeb.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173671,2025-12-05 12:30:12.173672
680b66ea-2936-401b-8ef5-cf6972e10e13,e59f45b9-6cf3-4a8c-a59b-7b8289237db1,PC06,phase_1_completed,Milestone for promise in Medak,5,2025-11-01,,in_progress,52,"[""Deliverable 1"", ""Deliverable 2""]",Team 1,2641744.23,1185690.06,"[""Challenge 1""]",pending,,,"[""photo_91754854-6e2f-4ad0-a931-0f154fa9dfa7.jpg"", ""photo_b68a47b3-0093-4463-b723-114227042478.jpg"", ""photo_ff3a65d7-ae65-404b-a9f6-a4324f145dc2.jpg"", ""photo_27c0b16e-3b4d-423a-afa0-fc8f994daff2.jpg"", ""photo_9dd81de7-d4fd-49ed-a61b-18743d9e0523.jpg"", ""photo_dfa41d73-411f-489f-b759-96bc824f911d.jpg"", ""photo_d89a4ecc-bb1c-4687-af07-0c76e727eb39.jpg""]",[],Milestone tracking notes for Medak,2025-12-05 12:30:12.173697,2025-12-05 12:30:12.173697
1c795301-94df-48b7-8457-a7dda5556e85,94983c47-6b95-4763-b645-e1bacf5a4467,PC06,phase_2_completed,Milestone for promise in Medak,2,2025-04-12,,in_progress,40,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 5,4109315.16,2061345.56,"[""Challenge 1"", ""Challenge 2""]",verified,,,"[""photo_844cc5bf-5adb-410f-930f-027c334ae3ce.jpg"", ""photo_991f46cd-2399-4e64-b8ff-099454027ee5.jpg"", ""photo_153092e3-d1a0-406f-bfe2-a3a3ecc862c6.jpg"", ""photo_4537bb03-4ff0-4a02-9586-c8a987a82e13.jpg"", ""photo_042a7f0c-919d-4844-bc11-886dff35e4fc.jpg""]",[],Milestone tracking notes for Medak,2025-12-05 12:30:12.173719,2025-12-05 12:30:12.173719
bb31f09f-dce3-4822-81fa-3d3e2337e6e2,55df9984-f244-4f3b-a410-e4465ada8217,PC06,work_started,Milestone for promise in Medak,2,2025-01-25,,delayed,16,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 4,4198322.45,0.0,"[""Challenge 1""]",not_required,,,"[""photo_37ab0dbb-194c-48be-b4c9-20285a72ff8b.jpg"", ""photo_30d938f4-2597-44d3-8f11-947a6ea68b36.jpg"", ""photo_4f7a23c5-1c4f-48a1-82f1-0476c58f27ec.jpg"", ""photo_0bddfb5f-13c0-4001-b987-3eb074a6eb6c.jpg"", ""photo_1c54f888-e086-4d6e-9a72-bb0e5629b4a6.jpg"", ""photo_4c3e9608-da5a-46e4-bf32-5c125c305ae7.jpg"", ""photo_d77b6da8-f4c7-425a-9d49-5ac60b57422f.jpg"", ""photo_3a26262e-97dd-405f-b77c-9846e0c208ad.jpg""]","[""doc_3ddcf193-3c75-4154-a2a6-f07f2bddcf95.pdf"", ""doc_62a3f361-4b31-4759-9200-08316c1712ae.pdf"", ""doc_682e6225-c281-4d12-997e-fc15414c9ed1.pdf"", ""doc_b183c04d-7143-4adc-aef7-c56d01708a62.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173754,2025-12-05 12:30:12.173754
a045a57d-1e38-4950-9150-1f73a36d4865,7462426e-cdb4-45b5-8dcf-42cea661bb4d,PC06,final_completion,Milestone for promise in Medak,1,2025-02-17,2025-03-01,completed,56,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 4,4936162.45,534351.17,"[""Challenge 1"", ""Challenge 2""]",verified,verifier_3,2025-03-01,"[""photo_5a6bbb4b-ee0f-4307-a846-b21bb4ee6fb2.jpg"", ""photo_fbc14729-3f0a-4e94-8587-2ac231ab2d30.jpg"", ""photo_05afa318-e6e5-4abe-b408-055ed9be0216.jpg"", ""photo_adaa33de-a9f6-4aa1-be50-3ee79e37f465.jpg""]","[""doc_6ce50977-a0ed-472b-8d9f-0bd3f90e1606.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173777,2025-12-05 12:30:12.173777
4b4aa944-13b9-4be1-895c-2eaa785248d0,8ecae03b-73b8-4567-b6da-88151af741bd,PC06,final_completion,Milestone for promise in Medak,1,2025-09-14,,delayed,15,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",Team 2,375404.46,0.0,"[""Challenge 1""]",not_required,,,"[""photo_2144a408-9fef-4925-b1fd-b6f25de85ab6.jpg"", ""photo_1f27f3b4-f989-46cf-a0d0-f6be46735e25.jpg""]","[""doc_9fc35da1-3bde-4715-a45b-6e2e4605906d.pdf"", ""doc_161c923e-bb56-477e-b92c-b5bc0b2d6736.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173796,2025-12-05 12:30:12.173796
f67b9793-b96c-408d-af30-68d7a32ae64a,5956c0fa-5134-44de-b410-099cf8e8b9d3,PC06,budget_approved,Milestone for promise in Medak,3,2025-09-02,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 4,597966.0,0.0,[],not_required,,,"[""photo_7cdaa8f9-ed97-4224-8ec9-70b2d0439974.jpg"", ""photo_de0c49d0-21ef-4a33-b688-1718e0d927f3.jpg"", ""photo_09f2259c-6955-4b2d-a861-f5176a084824.jpg"", ""photo_210fb408-8836-498b-8b4b-bc7c036cdb44.jpg"", ""photo_625c094c-22c5-4109-b1ed-d4c099702b9e.jpg"", ""photo_352194fb-fb1b-4da9-94e2-9e3582f3e316.jpg"", ""photo_61ca3c43-e2da-4435-b492-4e99b6b33934.jpg"", ""photo_5df7dde2-f6e3-4a15-8cbf-0f2160d32155.jpg""]","[""doc_5792c512-2264-4037-939d-296c1180ad45.pdf"", ""doc_630ae694-6577-4627-a487-c1ae75dd41b0.pdf"", ""doc_22bf1df8-30c7-4b7c-8adf-c49a880e57ee.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173829,2025-12-05 12:30:12.173829
99ff073f-579b-4339-b284-31a2e1ff24fe,61444988-7dc1-4e0b-8e97-2781ac043cd5,PC06,work_started,Milestone for promise in Medak,1,2025-02-26,2025-10-15,completed,98,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4"", ""Deliverable 5""]",Team 5,1179264.35,2132296.41,"[""Challenge 1""]",pending,verifier_4,2025-10-15,"[""photo_5e138917-ab3a-4e8f-99a4-b4c9fe5db0c9.jpg""]","[""doc_8a1ee5c0-0ac5-4039-9ff7-042d188c94bf.pdf"", ""doc_4deea06f-7cf5-4597-8c35-e0d0651b3fa0.pdf"", ""doc_f0085b69-54ce-4be7-b28d-3007f470b66a.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173850,2025-12-05 12:30:12.173851
b03fc743-d937-4609-b780-9eda6a1f3323,db946480-6f62-4ace-9084-800f4b98232d,PC06,budget_approved,Milestone for promise in Medak,7,2025-03-15,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4"", ""Deliverable 5""]",Team 4,2941489.67,0.0,"[""Challenge 1"", ""Challenge 2"", ""Challenge 3""]",not_required,,,"[""photo_a1c71606-d3bd-4419-b906-95fdfd4361a1.jpg"", ""photo_a5bbe4fc-0f86-47b9-bff1-de4dd9ca4cdc.jpg"", ""photo_1c9ab6f6-0a80-48c6-bfde-9b4416feca83.jpg"", ""photo_46a79a1c-820a-4066-8a90-5723725ae4f8.jpg"", ""photo_ec405b88-7bcb-4bd3-a6a0-fc37a982f493.jpg"", ""photo_4f359224-99df-41ff-a23d-ff09dd68e9b8.jpg""]","[""doc_e822eca7-65e8-49cf-b09a-0f5939c4fe61.pdf"", ""doc_e1b96458-1887-4720-afb1-a6e2c237f4a3.pdf"", ""doc_f28b1bf3-5348-4db3-aa8c-c96e8a3a8ec5.pdf"", ""doc_d84d6fb3-ceb6-4bfa-bcd5-a375f602d1d2.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173882,2025-12-05 12:30:12.173882
12d37d16-aa19-440a-8697-6d174434122c,297daae4-e0a4-4c4f-8d8c-0bb2defd47bf,PC06,final_completion,Milestone for promise in Medak,4,2025-10-23,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",Team 2,2839416.62,0.0,[],not_required,,,"[""photo_5bb62ff1-d185-4eba-965a-08daca92b2b0.jpg"", ""photo_9f65558c-6008-45c2-a74b-bf707e68d805.jpg"", ""photo_25e7b3e5-efbb-45e4-9a70-ce3119030b58.jpg"", ""photo_88bce6cb-d745-4247-900d-4d4008d01ece.jpg"", ""photo_d862f75b-a594-479a-ae46-d648c395ba6c.jpg""]","[""doc_6a9d0022-f88e-4c9f-9904-61330bff4824.pdf"", ""doc_8fbde66a-a3b2-4558-967b-3fff9a665e39.pdf"", ""doc_c6da4824-3e5e-4b2b-bb3b-f47800523912.pdf"", ""doc_f714264f-4e40-4de1-b4a2-0984ddebe012.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173910,2025-12-05 12:30:12.173910
d28fdc5b-9fc9-4fc8-bffa-1b171269cd81,be349aa5-23ab-4cf3-8267-42d75f2066ef,PC06,budget_approved,Milestone for promise in Medak,6,2025-04-09,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 4,3288456.83,0.0,"[""Challenge 1""]",verified,,,"[""photo_f2aabd43-0c0f-4b7d-b212-3c652ef990fc.jpg"", ""photo_de174a82-a361-41f3-93c8-526b2ba5020c.jpg"", ""photo_99586c0a-ded3-4fb8-b6ee-d09c81b5dedf.jpg"", ""photo_6c097ca5-6e29-441b-ae8f-1c03fa88ce61.jpg"", ""photo_539b02d0-c619-451e-97ea-078f252d6d8a.jpg"", ""photo_cf32ba3f-c6c6-4086-b0b4-46359fb4d17f.jpg"", ""photo_41dc9657-2ec9-41c9-82b5-13c38d71abea.jpg"", ""photo_57e9e5bd-9b8d-4b7b-b039-e4e373ff528b.jpg""]",[],Milestone tracking notes for Medak,2025-12-05 12:30:12.173937,2025-12-05 12:30:12.173937
e2d1b55e-1f5c-4f5d-b960-bf84cc216f17,c382caf8-e8fe-4557-822e-c6ba39513f50,PC06,work_started,Milestone for promise in Medak,5,2025-06-28,,delayed,90,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 4,2146628.46,0.0,"[""Challenge 1"", ""Challenge 2"", ""Challenge 3""]",not_required,,,"[""photo_2d549928-b3e7-415c-843c-30b46bfc12e6.jpg"", ""photo_63aa12fe-1b9c-4338-9774-65039e0d14ae.jpg"", ""photo_6e709cd9-cc9b-48a6-be1f-4671f7b9dcc9.jpg"", ""photo_f269a928-e320-44c4-9f06-905cb2ac61fd.jpg"", ""photo_c12fbccb-c22b-434f-87ad-a15069373432.jpg"", ""photo_219d833f-8068-4829-bc1d-ac6586db6f65.jpg""]","[""doc_0184468b-a0da-4378-ae0b-7e728601f9f0.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173962,2025-12-05 12:30:12.173963
223bb0dd-bd6c-4de9-bc80-68c7748f57f0,c18e0ae3-4e98-4a28-bccd-7e47e0771c8d,PC06,work_started,Milestone for promise in Medak,4,2025-02-06,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 1,2805655.77,0.0,"[""Challenge 1"", ""Challenge 2"", ""Challenge 3""]",verified,,,"[""photo_ff3b5e1d-93cf-43bb-b392-df75a718e2ea.jpg""]","[""doc_f27133e3-19ea-4cb5-9cf1-0004563cd205.pdf"", ""doc_811e8c2b-cd32-4c78-9b43-af3e493fe547.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173980,2025-12-05 12:30:12.173980
93dbdc4d-12e4-4a73-babd-042090c1f780,477ee9f7-01e9-4c8f-b89a-9a78ce8fd2f1,PC06,final_completion,Milestone for promise in Medak,1,2025-08-25,,delayed,14,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",Team 2,3792762.08,0.0,[],verified,,,[],"[""doc_990af3c9-c9c8-461c-a3b6-e382e1ac63d6.pdf"", ""doc_fd4b693e-369f-49f8-9503-9701bb88ff3f.pdf"", ""doc_c4c3e048-187a-4f89-ac69-bb984ff6ca7c.pdf"", ""doc_18d0212f-b7a3-431b-8e93-f107af2b39e9.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.173999,2025-12-05 12:30:12.173999
498e34dd-3b05-42eb-ab02-20b5565003d3,8a82b017-6b9f-4344-8dc5-756b0feff174,PC06,inauguration,Milestone for promise in Medak,2,2025-06-21,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3""]",Team 2,553087.35,0.0,"[""Challenge 1"", ""Challenge 2"", ""Challenge 3""]",verified,,,[],"[""doc_35adbf61-eaeb-4b32-a8bd-ceb2bfea6de0.pdf"", ""doc_184fb31b-f8a3-427e-8f82-00cc5052a578.pdf"", ""doc_cc18b1a5-2179-49ee-9a0e-84e52e6b9245.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.174017,2025-12-05 12:30:12.174017
0a551fa6-f09a-4eea-9dab-c7a3fe2533d0,51f59965-677c-44f6-a33b-cbdea38f645c,PC06,planning_completed,Milestone for promise in Medak,3,2025-06-01,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4"", ""Deliverable 5""]",Team 1,917320.03,0.0,[],pending,,,"[""photo_63e0b816-fc73-44cf-b83c-9c1ef88116eb.jpg"", ""photo_29d0a1de-aac6-4807-97b4-3080a09c1342.jpg"", ""photo_eea5f182-42e5-4963-8574-d01c2415de9d.jpg"", ""photo_a6ccb269-f143-431c-820b-7d1d7e8a98c1.jpg"", ""photo_e9002e3c-c0c6-4fa6-93bc-3a8ac2165e09.jpg""]",[],Milestone tracking notes for Medak,2025-12-05 12:30:12.174038,2025-12-05 12:30:12.174038
367e74a5-ed8d-4b54-b571-6e93dfb41ed6,4e8346c9-f3da-4136-a3b3-4fce754abb44,PC06,final_completion,Milestone for promise in Medak,3,2025-10-24,,pending,0,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4""]",Team 5,1003794.9,0.0,"[""Challenge 1"", ""Challenge 2""]",not_required,,,"[""photo_c29cbd21-b90a-4459-a5d0-7a6b940e911c.jpg""]","[""doc_88473c90-bfa4-4471-b0dc-7b9bd0d7c025.pdf""]",Milestone tracking notes for Medak,2025-12-05 12:30:12.174054,2025-12-05 12:30:12.174054
029d7484-04b2-49c7-8e17-d39d4f41f0ee,cef71e4e-a834-4654-9098-a84756ec29c8,PC07,final_completion,Milestone for promise in Malkajgiri,1,2025-04-12,,delayed,94,"[""Deliverable 1"", ""Deliverable 2"", ""Deliverable 3"", ""Deliverable 4"", ""Deliverable 5""]",Team 3,1374838.56,0.0,"[""Challenge 1"", ""Challenge 2""]",pending,,,"[""photo_303395e4-04d6-4076-826f-ae9c5b11a1fe.jpg"", ""photo_f8bed5e2-3fcb-4cc5-a0d2-afe6b13f8ddd.jpg"", ""photo_0cef73aa-227b-4553-bf26-57f80332febf.jpg"", ""photo_9505a594-48ca-439e-9a5f-f7632106e358.jpg"", ""photo_d9dd0761-e3d0-4484-bcac-1f6e41a22c1c.jpg"", ""photo_fcc8b3c6-3e80-4001-95fa-0648d078eb95.jpg""]","[""doc_3ce87f42-15d2-4458-acd0-57c6c7b5bbd3.pdf"", ""doc_27383683-4de8-48c1-ad67-de04e4e720c2.pdf"", ""doc_9348528b-b679-44d8-864e-53e8a7a013ee.pdf"", ""doc_c402b885-6981-4fcd-93e7-b6c66feb603e.pdf""]",Milestone tracking notes for Malkajgiri,2025-12-05 12:30:12.174086,2025-12-05 12:30:12.174086
